sk_local;bairro;endereco;latitude;longitude
1194;NÃO INFORMADO;NÃO INFORMADO;-8.053615;-34.881281
1195;NÃO INFORMADO;NÃO INFORMADO;-8.104921;-34.911024
1196;NÃO INFORMADO;NÃO INFORMADO;-8.139095;-34.9145
1197;NÃO INFORMADO;NÃO INFORMADO;-8.106449;-34.92127
1198;NÃO INFORMADO;NÃO INFORMADO;-8.080256;-34.895282
1199;NÃO INFORMADO;NÃO INFORMADO;-8.080277;-34.908678
1200;NÃO INFORMADO;NÃO INFORMADO;-8.122334;-34.916931
1201;NÃO INFORMADO;NÃO INFORMADO;-8.042599;-34.935424
1202;NÃO INFORMADO;NÃO INFORMADO;-8.019952;-34.906126
1203;NÃO INFORMADO;NÃO INFORMADO;-8.069385;-34.933026
1204;NÃO INFORMADO;NÃO INFORMADO;-8.048514;-34.877595
1205;NÃO INFORMADO;NÃO INFORMADO;-8.048738;-34.902453
1206;NÃO INFORMADO;NÃO INFORMADO;-8.0979;-34.910093
1207;NÃO INFORMADO;NÃO INFORMADO;-8.053432;-34.882595
1208;NÃO INFORMADO;NÃO INFORMADO;-8.038694;-34.911229
1209;NÃO INFORMADO;NÃO INFORMADO;-8.018478;-34.926049
1210;NÃO INFORMADO;NÃO INFORMADO;-8.123842;-34.896695
1211;NÃO INFORMADO;NÃO INFORMADO;-8.128323;-34.900403
1212;NÃO INFORMADO;NÃO INFORMADO;-8.106971;-34.927235
1213;NÃO INFORMADO;NÃO INFORMADO;-8.089554;-34.933873
1214;NÃO INFORMADO;NÃO INFORMADO;-8.045202;-34.889282
1215;NÃO INFORMADO;NÃO INFORMADO;-8.061487;-34.882823
1216;NÃO INFORMADO;NÃO INFORMADO;-8.052315;-34.895935
1217;NÃO INFORMADO;NÃO INFORMADO;-8.049575;-34.888658
1218;NÃO INFORMADO;NÃO INFORMADO;-8.050009;-34.921884
1219;NÃO INFORMADO;NÃO INFORMADO;-8.037476;-34.944648
1220;NÃO INFORMADO;NÃO INFORMADO;-8.086089;-34.885937
1221;NÃO INFORMADO;NÃO INFORMADO;-8.018707;-34.927889
1222;NÃO INFORMADO;NÃO INFORMADO;-7.991434;-34.913891
1223;NÃO INFORMADO;NÃO INFORMADO;-8.023169;-34.955926
1224;NÃO INFORMADO;NÃO INFORMADO;-8.080326;-34.911536
1225;NÃO INFORMADO;NÃO INFORMADO;-8.080472;-34.912805
1226;NÃO INFORMADO;NÃO INFORMADO;-8.116788;-34.897765
1227;NÃO INFORMADO;NÃO INFORMADO;-8.03665;-34.894059
1228;NÃO INFORMADO;NÃO INFORMADO;-8.136429;-34.903709
1229;NÃO INFORMADO;NÃO INFORMADO;-8.058985;-34.907244
1230;NÃO INFORMADO;NÃO INFORMADO;-8.025097;-34.906107
1231;NÃO INFORMADO;NÃO INFORMADO;-8.083778;-34.925666
1232;NÃO INFORMADO;NÃO INFORMADO;-8.058359;-34.925054
1233;NÃO INFORMADO;NÃO INFORMADO;-8.089006;-34.885017
1234;NÃO INFORMADO;NÃO INFORMADO;-8.061213;-34.904047
1235;NÃO INFORMADO;NÃO INFORMADO;-8.061304;-34.903621
1236;NÃO INFORMADO;NÃO INFORMADO;-8.032162;-34.881358
1237;NÃO INFORMADO;NÃO INFORMADO;-8.106953;-34.927192
1238;NÃO INFORMADO;NÃO INFORMADO;-8.021421;-34.886543
1239;NÃO INFORMADO;NÃO INFORMADO;-8.055719;-34.898055
1240;NÃO INFORMADO;NÃO INFORMADO;-8.083967;-34.890548
1241;NÃO INFORMADO;NÃO INFORMADO;-8.07109;-34.909492
1242;NÃO INFORMADO;NÃO INFORMADO;-8.065752;-34.927152
1243;NÃO INFORMADO;NÃO INFORMADO;-8.051775;-34.934839
1244;NÃO INFORMADO;NÃO INFORMADO;-8.031378;-34.915219
1245;NÃO INFORMADO;NÃO INFORMADO;-8.078204;-34.905501
1246;NÃO INFORMADO;NÃO INFORMADO;-8.031065;-34.90185
1247;NÃO INFORMADO;NÃO INFORMADO;-8.04347;-34.897397
1248;NÃO INFORMADO;NÃO INFORMADO;-8.044883;-34.890059
1249;NÃO INFORMADO;NÃO INFORMADO;-8.066671;-34.897216
1250;NÃO INFORMADO;NÃO INFORMADO;-8.047512;-34.931009
1251;NÃO INFORMADO;NÃO INFORMADO;-8.046838;-34.932913
1252;NÃO INFORMADO;NÃO INFORMADO;-8.082639;-34.932967
1253;NÃO INFORMADO;NÃO INFORMADO;-8.048426;-34.91645
1254;NÃO INFORMADO;NÃO INFORMADO;-8.125192;-34.897693
1255;NÃO INFORMADO;NÃO INFORMADO;-8.053552;-34.919963
1256;NÃO INFORMADO;NÃO INFORMADO;-8.06593;-34.878863
1257;NÃO INFORMADO;NÃO INFORMADO;-8.01417;-34.931486
1258;NÃO INFORMADO;NÃO INFORMADO;-8.100585;-34.928171
1259;NÃO INFORMADO;NÃO INFORMADO;-8.036831;-34.872217
1260;NÃO INFORMADO;NÃO INFORMADO;-8.037877;-34.916654
1261;NÃO INFORMADO;NÃO INFORMADO;-8.009998;-34.935799
1262;NÃO INFORMADO;NÃO INFORMADO;-8.050176;-34.883267
1263;NÃO INFORMADO;NÃO INFORMADO;-8.03808;-34.910031
1264;NÃO INFORMADO;NÃO INFORMADO;-8.032183;-34.885095
1265;NÃO INFORMADO;NÃO INFORMADO;-8.125337;-34.90378
1266;NÃO INFORMADO;NÃO INFORMADO;-8.073528;-34.907743
1267;NÃO INFORMADO;NÃO INFORMADO;-8.019673;-34.894558
1268;NÃO INFORMADO;NÃO INFORMADO;-8.092913;-34.941603
1269;NÃO INFORMADO;NÃO INFORMADO;-8.065311;-34.897224
1270;NÃO INFORMADO;NÃO INFORMADO;-8.044203;-34.88885
1271;NÃO INFORMADO;NÃO INFORMADO;-8.027716;-34.913204
1272;NÃO INFORMADO;NÃO INFORMADO;-8.07041;-34.928654
1273;NÃO INFORMADO;NÃO INFORMADO;-8.086367;-34.907531
1274;NÃO INFORMADO;NÃO INFORMADO;-8.034998;-34.981542
1275;NÃO INFORMADO;NÃO INFORMADO;-8.134786;-34.913545
1276;NÃO INFORMADO;NÃO INFORMADO;-8.03741;-34.972722
1277;NÃO INFORMADO;NÃO INFORMADO;-8.040761;-34.883228
1278;NÃO INFORMADO;NÃO INFORMADO;-8.053414;-34.881216
1279;NÃO INFORMADO;NÃO INFORMADO;-8.121273;-34.918534
1280;NÃO INFORMADO;NÃO INFORMADO;-8.012991;-34.920071
1281;NÃO INFORMADO;NÃO INFORMADO;-8.049571;-34.888665
1282;NÃO INFORMADO;NÃO INFORMADO;-8.004521;-34.895314
1283;NÃO INFORMADO;NÃO INFORMADO;-8.044851;-34.890017
1284;NÃO INFORMADO;NÃO INFORMADO;-8.051363;-34.894659
1285;NÃO INFORMADO;NÃO INFORMADO;-8.091203;-34.908639
1286;NÃO INFORMADO;NÃO INFORMADO;-8.032474;-34.883531
1287;NÃO INFORMADO;NÃO INFORMADO;-8.03209;-34.886876
1288;NÃO INFORMADO;NÃO INFORMADO;-8.079277;-34.903986
1289;NÃO INFORMADO;NÃO INFORMADO;-8.035537;-34.912673
1290;NÃO INFORMADO;NÃO INFORMADO;-8.004478;-34.895158
1291;NÃO INFORMADO;NÃO INFORMADO;-8.07346;-34.885567
1292;NÃO INFORMADO;NÃO INFORMADO;-8.046917;-34.877788
1293;NÃO INFORMADO;NÃO INFORMADO;-8.051422;-34.887965
1294;NÃO INFORMADO;NÃO INFORMADO;-8.124989;-34.897905
1295;NÃO INFORMADO;NÃO INFORMADO;-8.039354;-34.894617
1296;NÃO INFORMADO;NÃO INFORMADO;-8.014385;-34.920033
1297;NÃO INFORMADO;NÃO INFORMADO;-8.026935;-34.913668
1298;NÃO INFORMADO;NÃO INFORMADO;-8.022742;-34.914376
1299;NÃO INFORMADO;NÃO INFORMADO;-8.049276;-34.878226
1300;NÃO INFORMADO;NÃO INFORMADO;-8.062209;-34.910278
1301;NÃO INFORMADO;NÃO INFORMADO;-8.051719;-34.921793
1302;NÃO INFORMADO;NÃO INFORMADO;-8.03731;-34.891005
1303;NÃO INFORMADO;NÃO INFORMADO;-8.05079;-34.906566
1304;NÃO INFORMADO;NÃO INFORMADO;-8.122707;-34.91457
1305;NÃO INFORMADO;NÃO INFORMADO;-8.052967;-34.916659
1306;NÃO INFORMADO;NÃO INFORMADO;-8.09175;-34.884971
1307;NÃO INFORMADO;NÃO INFORMADO;-8.080886;-34.919558
1308;NÃO INFORMADO;NÃO INFORMADO;-8.038329;-34.942746
1309;NÃO INFORMADO;NÃO INFORMADO;-8.061192;-34.905559
1310;NÃO INFORMADO;NÃO INFORMADO;-8.023896;-34.912287
1311;NÃO INFORMADO;NÃO INFORMADO;-8.111342;-34.926546
1312;NÃO INFORMADO;NÃO INFORMADO;-8.081293;-34.905163
1313;NÃO INFORMADO;NÃO INFORMADO;-8.032011;-34.877551
1314;NÃO INFORMADO;NÃO INFORMADO;-8.052428;-34.898844
1315;NÃO INFORMADO;NÃO INFORMADO;-8.079498;-34.892986
1316;NÃO INFORMADO;NÃO INFORMADO;-8.04931;-34.887629
1317;NÃO INFORMADO;NÃO INFORMADO;-8.048535;-34.887946
1318;NÃO INFORMADO;NÃO INFORMADO;-8.068392;-34.924512
1319;NÃO INFORMADO;NÃO INFORMADO;-8.11345;-34.92231
1320;NÃO INFORMADO;NÃO INFORMADO;-8.143179;-34.908961
1321;NÃO INFORMADO;NÃO INFORMADO;-8.056311;-34.898565
1322;NÃO INFORMADO;NÃO INFORMADO;-8.05924;-34.887149
1323;NÃO INFORMADO;NÃO INFORMADO;-8.075627;-34.916039
1324;NÃO INFORMADO;NÃO INFORMADO;-8.10198;-34.888025
1325;NÃO INFORMADO;NÃO INFORMADO;-8.051013;-34.920248
1326;NÃO INFORMADO;NÃO INFORMADO;-8.065457;-34.895649
1327;NÃO INFORMADO;NÃO INFORMADO;-8.110949;-34.926631
1328;NÃO INFORMADO;NÃO INFORMADO;-8.134836;-34.906247
1329;NÃO INFORMADO;NÃO INFORMADO;-8.030834;-34.901773
1330;NÃO INFORMADO;NÃO INFORMADO;-8.140054;-34.910737
1331;NÃO INFORMADO;NÃO INFORMADO;-8.067284;-34.893812
1332;NÃO INFORMADO;NÃO INFORMADO;-8.001958;-34.92366
1333;NÃO INFORMADO;NÃO INFORMADO;-8.119074;-34.904509
1334;NÃO INFORMADO;NÃO INFORMADO;-8.047611;-34.92642
1335;NÃO INFORMADO;NÃO INFORMADO;-8.043237;-34.886795
1336;NÃO INFORMADO;NÃO INFORMADO;-8.142186;-34.917963
1337;NÃO INFORMADO;NÃO INFORMADO;-8.011318;-34.889276
1338;NÃO INFORMADO;NÃO INFORMADO;-8.14499;-34.905066
1339;NÃO INFORMADO;NÃO INFORMADO;-8.074686;-34.890507
1340;NÃO INFORMADO;NÃO INFORMADO;-8.146864;-34.906
1341;NÃO INFORMADO;NÃO INFORMADO;-8.098086;-34.886473
1342;NÃO INFORMADO;NÃO INFORMADO;-8.106769;-34.925848
1343;NÃO INFORMADO;NÃO INFORMADO;-8.112872;-34.896886
1344;NÃO INFORMADO;NÃO INFORMADO;-8.122999;-34.908087
1345;NÃO INFORMADO;NÃO INFORMADO;-8.1237;-34.898688
1346;NÃO INFORMADO;NÃO INFORMADO;-8.117837;-34.896746
1347;NÃO INFORMADO;NÃO INFORMADO;-8.033715;-34.896427
1348;NÃO INFORMADO;NÃO INFORMADO;-8.085648;-34.952359
1349;NÃO INFORMADO;NÃO INFORMADO;-8.109358;-34.890548
1350;NÃO INFORMADO;NÃO INFORMADO;-8.044384;-34.931808
1351;NÃO INFORMADO;NÃO INFORMADO;-8.057599;-34.908768
1352;NÃO INFORMADO;NÃO INFORMADO;-8.068312;-34.909787
1353;NÃO INFORMADO;NÃO INFORMADO;-8.119531;-34.896558
1354;NÃO INFORMADO;NÃO INFORMADO;-7.995121;-34.910425
1355;NÃO INFORMADO;NÃO INFORMADO;-8.015326;-34.931172
1356;NÃO INFORMADO;NÃO INFORMADO;-8.120338;-34.901075
1357;NÃO INFORMADO;NÃO INFORMADO;-8.055679;-34.900126
1358;NÃO INFORMADO;NÃO INFORMADO;-8.119266;-34.939678
1359;NÃO INFORMADO;NÃO INFORMADO;-8.054263;-34.91406
1360;NÃO INFORMADO;NÃO INFORMADO;-8.111451;-34.937594
1361;NÃO INFORMADO;NÃO INFORMADO;-8.061556;-34.929818
1362;NÃO INFORMADO;NÃO INFORMADO;-8.108963;-34.911961
1363;NÃO INFORMADO;NÃO INFORMADO;-8.04491;-34.92956
1364;NÃO INFORMADO;NÃO INFORMADO;-8.119523;-34.900973
1365;NÃO INFORMADO;NÃO INFORMADO;-8.026813;-34.897894
1366;NÃO INFORMADO;NÃO INFORMADO;-8.061729;-34.930054
1367;NÃO INFORMADO;NÃO INFORMADO;-8.072338;-34.944935
1368;NÃO INFORMADO;NÃO INFORMADO;-8.045462;-34.897025
1369;NÃO INFORMADO;NÃO INFORMADO;-8.031184;-34.902218
1370;NÃO INFORMADO;NÃO INFORMADO;-8.06393;-34.872939
1371;NÃO INFORMADO;NÃO INFORMADO;-8.080299;-34.910388
1372;NÃO INFORMADO;NÃO INFORMADO;-8.056523;-34.892795
1373;NÃO INFORMADO;NÃO INFORMADO;-8.08662;-34.894257
1374;NÃO INFORMADO;NÃO INFORMADO;-8.067712;-34.928155
1375;NÃO INFORMADO;NÃO INFORMADO;-8.047204;-34.926857
1376;NÃO INFORMADO;NÃO INFORMADO;-8.04696;-34.927361
1377;NÃO INFORMADO;NÃO INFORMADO;-8.070142;-34.882337
1378;NÃO INFORMADO;NÃO INFORMADO;-8.042502;-34.884625
1379;NÃO INFORMADO;NÃO INFORMADO;-8.054075;-34.896111
1380;NÃO INFORMADO;NÃO INFORMADO;-8.11131;-34.9127
1381;NÃO INFORMADO;NÃO INFORMADO;-8.029803;-34.957925
1382;NÃO INFORMADO;NÃO INFORMADO;-8.073586;-34.918292
1383;NÃO INFORMADO;NÃO INFORMADO;-8.030085;-34.957734
1384;NÃO INFORMADO;NÃO INFORMADO;-8.118381;-34.944465
1385;NÃO INFORMADO;NÃO INFORMADO;-8.056521;-34.897438
1386;NÃO INFORMADO;NÃO INFORMADO;-8.124048;-34.896746
1387;NÃO INFORMADO;NÃO INFORMADO;-8.055384;-34.924228
1388;NÃO INFORMADO;NÃO INFORMADO;-8.106842;-34.914764
1389;NÃO INFORMADO;NÃO INFORMADO;-8.025599;-34.906568
1390;NÃO INFORMADO;NÃO INFORMADO;-8.091274;-34.908458
1391;NÃO INFORMADO;NÃO INFORMADO;-8.061205;-34.903819
1392;NÃO INFORMADO;NÃO INFORMADO;-8.067664;-34.875219
1393;NÃO INFORMADO;NÃO INFORMADO;-8.075041;-34.919082
1394;NÃO INFORMADO;NÃO INFORMADO;-8.032446;-34.934587
1395;NÃO INFORMADO;NÃO INFORMADO;-8.093059;-34.943063
1396;NÃO INFORMADO;NÃO INFORMADO;-8.137045;-34.936963
1397;NÃO INFORMADO;NÃO INFORMADO;-8.054072;-34.913247
1398;NÃO INFORMADO;NÃO INFORMADO;-8.134106;-34.905133
1399;NÃO INFORMADO;NÃO INFORMADO;-8.035588;-34.948094
1400;NÃO INFORMADO;NÃO INFORMADO;-8.063657;-34.935054
1401;NÃO INFORMADO;NÃO INFORMADO;-8.070091;-34.928536
1402;NÃO INFORMADO;NÃO INFORMADO;-8.035714;-34.888535
1403;NÃO INFORMADO;NÃO INFORMADO;-8.056648;-34.898086
1404;NÃO INFORMADO;NÃO INFORMADO;-8.095213;-34.885886
1405;NÃO INFORMADO;NÃO INFORMADO;-8.038501;-34.892244
1406;NÃO INFORMADO;NÃO INFORMADO;-8.040119;-34.887184
1407;NÃO INFORMADO;NÃO INFORMADO;-8.038711;-34.932519
1408;NÃO INFORMADO;NÃO INFORMADO;-8.017777;-34.928724
1409;NÃO INFORMADO;NÃO INFORMADO;-8.035952;-34.955851
1410;NÃO INFORMADO;NÃO INFORMADO;-8.05417;-34.914164
1411;NÃO INFORMADO;NÃO INFORMADO;-8.088256;-34.885712
1412;NÃO INFORMADO;NÃO INFORMADO;-8.024045;-34.912579
1413;NÃO INFORMADO;NÃO INFORMADO;-8.109568;-34.888941
1414;NÃO INFORMADO;NÃO INFORMADO;-8.042227;-34.876946
1415;NÃO INFORMADO;NÃO INFORMADO;-8.061322;-34.932122
1416;NÃO INFORMADO;NÃO INFORMADO;-8.085388;-34.889713
1417;NÃO INFORMADO;NÃO INFORMADO;-8.03673;-34.935316
1418;NÃO INFORMADO;NÃO INFORMADO;-8.039548;-34.878931
1419;NÃO INFORMADO;NÃO INFORMADO;-8.03963;-34.888018
1420;NÃO INFORMADO;NÃO INFORMADO;-8.082708;-34.933039
1421;NÃO INFORMADO;NÃO INFORMADO;-8.021958;-34.900137
1422;NÃO INFORMADO;NÃO INFORMADO;-8.092303;-34.937693
1423;NÃO INFORMADO;NÃO INFORMADO;-8.053504;-34.928938
1424;NÃO INFORMADO;NÃO INFORMADO;-8.082615;-34.935815
1425;NÃO INFORMADO;NÃO INFORMADO;-8.114295;-34.907201
1426;NÃO INFORMADO;NÃO INFORMADO;-8.019772;-34.894584
1427;NÃO INFORMADO;NÃO INFORMADO;-8.054773;-34.935064
1428;NÃO INFORMADO;NÃO INFORMADO;-8.027044;-34.893081
1429;NÃO INFORMADO;NÃO INFORMADO;-8.048038;-34.896821
1430;NÃO INFORMADO;NÃO INFORMADO;-8.1008;-34.887581
1431;NÃO INFORMADO;NÃO INFORMADO;-8.091867;-34.96098
1432;NÃO INFORMADO;NÃO INFORMADO;-8.116897;-34.913379
1433;NÃO INFORMADO;NÃO INFORMADO;-8.114284;-34.912405
1434;NÃO INFORMADO;NÃO INFORMADO;-8.047273;-34.914036
1435;NÃO INFORMADO;NÃO INFORMADO;-8.025923;-34.890062
1436;NÃO INFORMADO;NÃO INFORMADO;-8.055865;-34.900147
1437;NÃO INFORMADO;NÃO INFORMADO;-8.007631;-34.890196
1438;NÃO INFORMADO;NÃO INFORMADO;-8.04819;-34.93136
1439;NÃO INFORMADO;NÃO INFORMADO;-8.034833;-34.908138
1440;NÃO INFORMADO;NÃO INFORMADO;-8.055421;-34.895805
1441;NÃO INFORMADO;NÃO INFORMADO;-8.061386;-34.905911
1442;NÃO INFORMADO;NÃO INFORMADO;-8.089121;-34.929788
1443;NÃO INFORMADO;NÃO INFORMADO;-8.116148;-34.894794
1444;NÃO INFORMADO;NÃO INFORMADO;-8.089735;-34.929697
1445;NÃO INFORMADO;NÃO INFORMADO;-8.061439;-34.902749
1446;NÃO INFORMADO;NÃO INFORMADO;-8.028637;-34.901859
1447;NÃO INFORMADO;NÃO INFORMADO;-8.118304;-34.894783
1448;NÃO INFORMADO;NÃO INFORMADO;-8.062592;-34.932452
1449;NÃO INFORMADO;NÃO INFORMADO;-8.046336;-34.904238
1450;NÃO INFORMADO;NÃO INFORMADO;-8.06367;-34.897605
1451;NÃO INFORMADO;NÃO INFORMADO;-8.062427;-34.901419
1452;NÃO INFORMADO;NÃO INFORMADO;-8.027798;-34.893305
1453;NÃO INFORMADO;NÃO INFORMADO;-8.035829;-34.891343
1454;NÃO INFORMADO;NÃO INFORMADO;-8.04722;-34.877389
1455;NÃO INFORMADO;NÃO INFORMADO;-8.115381;-34.924561
1456;NÃO INFORMADO;NÃO INFORMADO;-8.086429;-34.909691
1457;NÃO INFORMADO;NÃO INFORMADO;-8.07899;-34.892095
1458;NÃO INFORMADO;NÃO INFORMADO;-8.030816;-34.956432
1459;NÃO INFORMADO;NÃO INFORMADO;-8.125099;-34.909629
1460;NÃO INFORMADO;NÃO INFORMADO;-8.060887;-34.870477
1461;NÃO INFORMADO;NÃO INFORMADO;-8.041824;-34.883823
1462;NÃO INFORMADO;NÃO INFORMADO;-8.111469;-34.912271
1463;NÃO INFORMADO;NÃO INFORMADO;-8.060478;-34.925725
1464;NÃO INFORMADO;NÃO INFORMADO;-8.085265;-34.886935
1465;NÃO INFORMADO;NÃO INFORMADO;-8.05105;-34.889402
1466;NÃO INFORMADO;NÃO INFORMADO;-8.030571;-34.899045
1467;NÃO INFORMADO;NÃO INFORMADO;-8.122983;-34.90666
1468;NÃO INFORMADO;NÃO INFORMADO;-8.0827;-34.906043
1469;NÃO INFORMADO;NÃO INFORMADO;-8.031981;-34.954628
1470;NÃO INFORMADO;NÃO INFORMADO;-8.127412;-34.915302
1471;NÃO INFORMADO;NÃO INFORMADO;-8.086845;-34.931065
1472;NÃO INFORMADO;NÃO INFORMADO;-8.055078;-34.882262
1473;NÃO INFORMADO;NÃO INFORMADO;-8.036592;-34.89195
1474;NÃO INFORMADO;NÃO INFORMADO;-8.071507;-34.909379
1475;NÃO INFORMADO;NÃO INFORMADO;-8.039524;-34.878832
1476;NÃO INFORMADO;NÃO INFORMADO;-8.132202;-34.916128
1477;NÃO INFORMADO;NÃO INFORMADO;-8.114714;-34.906987
1478;NÃO INFORMADO;NÃO INFORMADO;-8.117848;-34.895633
1479;NÃO INFORMADO;NÃO INFORMADO;-8.086075;-34.887825
1480;NÃO INFORMADO;NÃO INFORMADO;-8.053252;-34.896052
1481;NÃO INFORMADO;NÃO INFORMADO;-8.060908;-34.928257
1482;NÃO INFORMADO;NÃO INFORMADO;-8.063582;-34.89555
1483;NÃO INFORMADO;NÃO INFORMADO;-8.104802;-34.889339
1484;NÃO INFORMADO;NÃO INFORMADO;-8.086936;-34.885207
1485;NÃO INFORMADO;NÃO INFORMADO;-8.095621;-34.885865
1486;NÃO INFORMADO;NÃO INFORMADO;-8.018882;-34.909755
1487;NÃO INFORMADO;NÃO INFORMADO;-8.061668;-34.907572
1488;NÃO INFORMADO;NÃO INFORMADO;-8.052513;-34.908481
1489;NÃO INFORMADO;NÃO INFORMADO;-8.031699;-34.892162
1490;NÃO INFORMADO;NÃO INFORMADO;-8.039518;-34.940633
1491;NÃO INFORMADO;NÃO INFORMADO;-8.006749;-34.886865
1492;NÃO INFORMADO;NÃO INFORMADO;-8.101913;-34.888005
1493;NÃO INFORMADO;NÃO INFORMADO;-8.052718;-34.908513
1494;NÃO INFORMADO;NÃO INFORMADO;-8.086402;-34.887526
1495;NÃO INFORMADO;NÃO INFORMADO;-8.050941;-34.879387
1496;NÃO INFORMADO;NÃO INFORMADO;-8.094095;-34.929088
1497;NÃO INFORMADO;NÃO INFORMADO;-8.079544;-34.933836
1498;NÃO INFORMADO;NÃO INFORMADO;-8.054044;-34.87813
1499;NÃO INFORMADO;NÃO INFORMADO;-8.111857;-34.88999
1500;NÃO INFORMADO;NÃO INFORMADO;-8.109329;-34.926398
1501;NÃO INFORMADO;NÃO INFORMADO;-8.05387;-34.911348
1502;NÃO INFORMADO;NÃO INFORMADO;-8.052315;-34.908441
1503;NÃO INFORMADO;NÃO INFORMADO;-8.084787;-34.955664
1504;NÃO INFORMADO;NÃO INFORMADO;-8.062201;-34.91023
1505;NÃO INFORMADO;NÃO INFORMADO;-8.045717;-34.890816
1506;NÃO INFORMADO;NÃO INFORMADO;-8.067895;-34.892516
1507;NÃO INFORMADO;NÃO INFORMADO;-8.054088;-34.906842
1508;NÃO INFORMADO;NÃO INFORMADO;-8.055538;-34.923708
1509;NÃO INFORMADO;NÃO INFORMADO;-8.048433;-34.919168
1510;NÃO INFORMADO;NÃO INFORMADO;-8.079285;-34.933192
1511;NÃO INFORMADO;NÃO INFORMADO;-8.058746;-34.90721
1512;NÃO INFORMADO;NÃO INFORMADO;-8.039184;-34.929791
1513;NÃO INFORMADO;NÃO INFORMADO;-8.10559;-34.926025
1514;NÃO INFORMADO;NÃO INFORMADO;-8.002622;-34.897419
1515;NÃO INFORMADO;NÃO INFORMADO;-8.0318;-34.876217
1516;NÃO INFORMADO;NÃO INFORMADO;-8.026781;-34.897921
1517;NÃO INFORMADO;NÃO INFORMADO;-8.091888;-34.946496
1518;NÃO INFORMADO;NÃO INFORMADO;-8.055055;-34.879895
1519;NÃO INFORMADO;NÃO INFORMADO;-8.014377;-34.913124
1520;NÃO INFORMADO;NÃO INFORMADO;-8.049961;-34.873829
1521;NÃO INFORMADO;NÃO INFORMADO;-8.036379;-34.909959
1522;NÃO INFORMADO;NÃO INFORMADO;-8.066035;-34.895465
1523;NÃO INFORMADO;NÃO INFORMADO;-8.078709;-34.891615
1524;NÃO INFORMADO;NÃO INFORMADO;-8.026842;-34.904554
1525;NÃO INFORMADO;NÃO INFORMADO;-8.09602;-34.911831
1526;NÃO INFORMADO;NÃO INFORMADO;-8.108708;-34.912394
1527;NÃO INFORMADO;NÃO INFORMADO;-8.102707;-34.910592
1528;NÃO INFORMADO;NÃO INFORMADO;-8.061429;-34.903092
1529;NÃO INFORMADO;NÃO INFORMADO;-8.019198;-34.894035
1530;NÃO INFORMADO;NÃO INFORMADO;-8.088064;-34.891505
1531;NÃO INFORMADO;NÃO INFORMADO;-8.111342;-34.919958
1532;NÃO INFORMADO;NÃO INFORMADO;-8.034658;-34.880817
1533;NÃO INFORMADO;NÃO INFORMADO;-8.05924;-34.886959
1534;NÃO INFORMADO;NÃO INFORMADO;-8.04524;-34.893741
1535;NÃO INFORMADO;NÃO INFORMADO;-8.061267;-34.894989
1536;NÃO INFORMADO;NÃO INFORMADO;-8.058474;-34.943773
1537;NÃO INFORMADO;NÃO INFORMADO;-8.062229;-34.872877
1538;NÃO INFORMADO;NÃO INFORMADO;-8.040751;-34.941024
1539;NÃO INFORMADO;NÃO INFORMADO;-8.113403;-34.897961
1540;NÃO INFORMADO;NÃO INFORMADO;-8.118586;-34.895641
1541;NÃO INFORMADO;NÃO INFORMADO;-8.064015;-34.897546
1542;NÃO INFORMADO;NÃO INFORMADO;-8.030095;-34.892498
1543;NÃO INFORMADO;NÃO INFORMADO;-8.040623;-34.943379
1544;NÃO INFORMADO;NÃO INFORMADO;-8.060103;-34.885277
1545;NÃO INFORMADO;NÃO INFORMADO;-8.063813;-34.878443
1546;NÃO INFORMADO;NÃO INFORMADO;-8.126807;-34.949739
1547;NÃO INFORMADO;NÃO INFORMADO;-8.021501;-34.93081
1548;NÃO INFORMADO;NÃO INFORMADO;-8.079338;-34.893509
1549;NÃO INFORMADO;NÃO INFORMADO;-8.046378;-34.952818
1550;NÃO INFORMADO;NÃO INFORMADO;-8.126671;-34.946579
1551;NÃO INFORMADO;NÃO INFORMADO;-8.088503;-34.951466
1552;NÃO INFORMADO;NÃO INFORMADO;-8.073544;-34.918311
1553;NÃO INFORMADO;NÃO INFORMADO;-8.02753;-34.913711
1554;NÃO INFORMADO;NÃO INFORMADO;-8.034697;-34.949458
1555;NÃO INFORMADO;NÃO INFORMADO;-8.084854;-34.955511
1556;NÃO INFORMADO;NÃO INFORMADO;-8.061344;-34.903462
1557;NÃO INFORMADO;NÃO INFORMADO;-8.097783;-34.885293
1558;NÃO INFORMADO;NÃO INFORMADO;-8.092453;-34.947119
1559;NÃO INFORMADO;NÃO INFORMADO;-8.091657;-34.949241
1560;NÃO INFORMADO;NÃO INFORMADO;-8.025582;-34.906567
1561;NÃO INFORMADO;NÃO INFORMADO;-8.061653;-34.901665
1562;NÃO INFORMADO;NÃO INFORMADO;-8.071483;-34.895303
1563;NÃO INFORMADO;NÃO INFORMADO;-8.049524;-34.887541
1564;NÃO INFORMADO;NÃO INFORMADO;-8.047288;-34.909225
1565;NÃO INFORMADO;NÃO INFORMADO;-8.032167;-34.88135
1566;NÃO INFORMADO;NÃO INFORMADO;-8.047305;-34.926642
1567;NÃO INFORMADO;NÃO INFORMADO;-8.039611;-34.90423
1568;NÃO INFORMADO;NÃO INFORMADO;-8.053514;-34.888671
1569;NÃO INFORMADO;NÃO INFORMADO;-8.049156;-34.944087
1570;NÃO INFORMADO;NÃO INFORMADO;-8.080687;-34.914122
