sk_tempo;data;hora;ano;mes;dia;fim_de_semana;data_acidente;dia_semana
1704;2016-01-12;08:16;2016;1;12;Não;2016-01-12;Terça-feira
1705;2016-01-12;08:45;2016;1;12;Não;2016-01-12;Terça-feira
1706;2016-01-12;12:47;2016;1;12;Não;2016-01-12;Terça-feira
1707;2016-01-12;17:34;2016;1;12;Não;2016-01-12;Terça-feira
1708;2016-01-13;11:36;2016;1;13;Não;2016-01-13;Quarta-feira
1709;2016-01-13;17:39;2016;1;13;Não;2016-01-13;Quarta-feira
1710;2016-01-13;22:46;2016;1;13;Não;2016-01-13;Quarta-feira
1711;2016-01-14;08:13;2016;1;14;Não;2016-01-14;Quinta-feira
1712;2016-01-14;13:56;2016;1;14;Não;2016-01-14;Quinta-feira
1713;2016-01-14;17:32;2016;1;14;Não;2016-01-14;Quinta-feira
1714;2016-01-14;18:32;2016;1;14;Não;2016-01-14;Quinta-feira
1715;2016-01-14;20:44;2016;1;14;Não;2016-01-14;Quinta-feira
1716;2016-01-14;22:31;2016;1;14;Não;2016-01-14;Quinta-feira
1717;2016-01-15;12:31;2016;1;15;Não;2016-01-15;Sexta-feira
1718;2016-01-15;12:46;2016;1;15;Não;2016-01-15;Sexta-feira
1719;2016-01-15;14:36;2016;1;15;Não;2016-01-15;Sexta-feira
1720;2016-01-15;19:56;2016;1;15;Não;2016-01-15;Sexta-feira
1721;2016-01-16;09:48;2016;1;16;Sim;2016-01-16;Sábado
1722;2016-01-16;12:33;2016;1;16;Sim;2016-01-16;Sábado
1723;2016-01-16;18:34;2016;1;16;Sim;2016-01-16;Sábado
1724;2016-01-16;23:45;2016;1;16;Sim;2016-01-16;Sábado
1725;2016-01-17;07:08;2016;1;17;Sim;2016-01-17;Domingo
1726;2016-01-18;07:54;2016;1;18;Não;2016-01-18;Segunda-feira
1727;2016-01-18;13:45;2016;1;18;Não;2016-01-18;Segunda-feira
1728;2016-01-18;18:25;2016;1;18;Não;2016-01-18;Segunda-feira
1729;2016-01-18;19:23;2016;1;18;Não;2016-01-18;Segunda-feira
1730;2016-01-19;12:04;2016;1;19;Não;2016-01-19;Terça-feira
1731;2016-01-19;13:30;2016;1;19;Não;2016-01-19;Terça-feira
1732;2016-01-19;23:33;2016;1;19;Não;2016-01-19;Terça-feira
1733;2016-01-20;06:45;2016;1;20;Não;2016-01-20;Quarta-feira
1734;2016-01-20;07:27;2016;1;20;Não;2016-01-20;Quarta-feira
1735;2016-01-20;10:50;2016;1;20;Não;2016-01-20;Quarta-feira
1736;2016-01-20;10:46;2016;1;20;Não;2016-01-20;Quarta-feira
1737;2016-01-20;14:16;2016;1;20;Não;2016-01-20;Quarta-feira
1738;2016-01-20;14:38;2016;1;20;Não;2016-01-20;Quarta-feira
1739;2016-01-20;15:34;2016;1;20;Não;2016-01-20;Quarta-feira
1740;2016-01-21;06:52;2016;1;21;Não;2016-01-21;Quinta-feira
1741;2016-01-21;13:41;2016;1;21;Não;2016-01-21;Quinta-feira
1742;2016-01-21;19:42;2016;1;21;Não;2016-01-21;Quinta-feira
1743;2016-01-22;15:10;2016;1;22;Não;2016-01-22;Sexta-feira
1744;2016-01-22;22:05;2016;1;22;Não;2016-01-22;Sexta-feira
1745;2016-01-23;00:35;2016;1;23;Sim;2016-01-23;Sábado
1746;2016-01-23;04:01;2016;1;23;Sim;2016-01-23;Sábado
1747;2016-01-23;10:17;2016;1;23;Sim;2016-01-23;Sábado
1748;2016-01-23;13:04;2016;1;23;Sim;2016-01-23;Sábado
1749;2016-01-23;13:07;2016;1;23;Sim;2016-01-23;Sábado
1750;2016-01-24;17:02;2016;1;24;Sim;2016-01-24;Domingo
1751;2016-01-24;17:05;2016;1;24;Sim;2016-01-24;Domingo
1752;2016-01-24;19:53;2016;1;24;Sim;2016-01-24;Domingo
1753;2016-01-25;05:37;2016;1;25;Não;2016-01-25;Segunda-feira
1754;2016-01-25;11:24;2016;1;25;Não;2016-01-25;Segunda-feira
1755;2016-01-25;11:50;2016;1;25;Não;2016-01-25;Segunda-feira
1756;2016-01-25;19:39;2016;1;25;Não;2016-01-25;Segunda-feira
1757;2016-01-25;22:52;2016;1;25;Não;2016-01-25;Segunda-feira
1758;2016-01-26;00:28;2016;1;26;Não;2016-01-26;Terça-feira
1759;2016-01-26;09:51;2016;1;26;Não;2016-01-26;Terça-feira
1760;2016-01-26;11:55;2016;1;26;Não;2016-01-26;Terça-feira
1761;2015-01-26;16:09;2015;1;26;Não;2015-01-26;Segunda-feira
1762;2016-01-26;17:19;2016;1;26;Não;2016-01-26;Terça-feira
1763;2016-01-26;17:20;2016;1;26;Não;2016-01-26;Terça-feira
1764;2016-01-27;11:54;2016;1;27;Não;2016-01-27;Quarta-feira
1765;2016-01-27;12:14;2016;1;27;Não;2016-01-27;Quarta-feira
1766;2016-01-27;13:29;2016;1;27;Não;2016-01-27;Quarta-feira
1767;2016-01-27;16:18;2016;1;27;Não;2016-01-27;Quarta-feira
1768;2016-01-27;16:35;2016;1;27;Não;2016-01-27;Quarta-feira
1769;2016-01-27;16:56;2016;1;27;Não;2016-01-27;Quarta-feira
1770;2016-01-28;13:04;2016;1;28;Não;2016-01-28;Quinta-feira
1771;2016-01-28;13:15;2016;1;28;Não;2016-01-28;Quinta-feira
1772;2016-01-28;16:29;2016;1;28;Não;2016-01-28;Quinta-feira
1773;2016-01-28;17:36;2016;1;28;Não;2016-01-28;Quinta-feira
1774;2016-01-28;21:32;2016;1;28;Não;2016-01-28;Quinta-feira
1775;2016-01-28;22:56;2016;1;28;Não;2016-01-28;Quinta-feira
1776;2016-01-29;07:34;2016;1;29;Não;2016-01-29;Sexta-feira
1777;2016-01-29;09:46;2016;1;29;Não;2016-01-29;Sexta-feira
1778;2016-01-29;12:43;2016;1;29;Não;2016-01-29;Sexta-feira
1779;2016-01-29;18:50;2016;1;29;Não;2016-01-29;Sexta-feira
1780;2016-01-30;09:05;2016;1;30;Sim;2016-01-30;Sábado
1781;2015-01-30;10:30;2015;1;30;Não;2015-01-30;Sexta-feira
1782;2016-01-30;14:39;2016;1;30;Sim;2016-01-30;Sábado
1783;2016-01-30;23:28;2016;1;30;Sim;2016-01-30;Sábado
1784;2016-01-31;17:12;2016;1;31;Sim;2016-01-31;Domingo
1785;2016-01-31;17:24;2016;1;31;Sim;2016-01-31;Domingo
1786;2016-01-31;20:22;2016;1;31;Sim;2016-01-31;Domingo
1787;2016-01-01;23:09;2016;1;1;Não;2016-01-01;Sexta-feira
1788;2016-01-03;10:51;2016;1;3;Sim;2016-01-03;Domingo
1789;2016-01-04;17:50;2016;1;4;Não;2016-01-04;Segunda-feira
1790;2016-01-05;16:04;2016;1;5;Não;2016-01-05;Terça-feira
1791;2016-01-08;07:20;2016;1;8;Não;2016-01-08;Sexta-feira
1792;2016-01-08;09:02;2016;1;8;Não;2016-01-08;Sexta-feira
1793;2016-01-11;13:26;2016;1;11;Não;2016-01-11;Segunda-feira
1794;2016-01-17;19:50;2016;1;17;Sim;2016-01-17;Domingo
1795;2016-01-18;19:13;2016;1;18;Não;2016-01-18;Segunda-feira
1796;2016-01-19;14:08;2016;1;19;Não;2016-01-19;Terça-feira
1797;2016-01-20;12:21;2016;1;20;Não;2016-01-20;Quarta-feira
1798;2016-01-25;19:56;2016;1;25;Não;2016-01-25;Segunda-feira
1799;2016-01-27;21:00;2016;1;27;Não;2016-01-27;Quarta-feira
1800;2016-01-29;00:19;2016;1;29;Não;2016-01-29;Sexta-feira
1801;2016-01-30;20:29;2016;1;30;Sim;2016-01-30;Sábado
1802;2016-01-30;20:46;2016;1;30;Sim;2016-01-30;Sábado
1803;2016-02-04;01:17;2016;2;4;Não;2016-02-04;Quinta-feira
1804;2016-02-06;17:10;2016;2;6;Sim;2016-02-06;Sábado
1805;2016-02-06;19:56;2016;2;6;Sim;2016-02-06;Sábado
1806;2016-02-08;09:19;2016;2;8;Não;2016-02-08;Segunda-feira
1807;2016-02-08;16:26;2016;2;8;Não;2016-02-08;Segunda-feira
1808;2016-02-09;23:33;2016;2;9;Não;2016-02-09;Terça-feira
1809;2016-02-10;13:37;2016;2;10;Não;2016-02-10;Quarta-feira
1810;2016-02-11;06:12;2016;2;11;Não;2016-02-11;Quinta-feira
1811;2016-02-12;12:33;2016;2;12;Não;2016-02-12;Sexta-feira
1812;2016-02-12;17:50;2016;2;12;Não;2016-02-12;Sexta-feira
1813;2016-02-13;03:01;2016;2;13;Sim;2016-02-13;Sábado
1814;2016-02-13;10:15;2016;2;13;Sim;2016-02-13;Sábado
1815;2016-02-14;18:16;2016;2;14;Sim;2016-02-14;Domingo
1816;2016-02-17;17:29;2016;2;17;Não;2016-02-17;Quarta-feira
1817;2016-02-18;01:31;2016;2;18;Não;2016-02-18;Quinta-feira
1818;2016-02-18;06:40;2016;2;18;Não;2016-02-18;Quinta-feira
1819;2016-02-18;08:19;2016;2;18;Não;2016-02-18;Quinta-feira
1820;2016-02-19;20:13;2016;2;19;Não;2016-02-19;Sexta-feira
1821;2016-02-20;01:03;2016;2;20;Sim;2016-02-20;Sábado
1822;2016-02-20;10:56;2016;2;20;Sim;2016-02-20;Sábado
1823;2016-02-20;18:50;2016;2;20;Sim;2016-02-20;Sábado
1824;2016-02-21;00:40;2016;2;21;Sim;2016-02-21;Domingo
1825;2016-02-22;17:17;2016;2;22;Não;2016-02-22;Segunda-feira
1826;2016-02-26;23:59;2016;2;26;Não;2016-02-26;Sexta-feira
1827;2016-02-27;12:54;2016;2;27;Sim;2016-02-27;Sábado
1828;2016-02-27;15:22;2016;2;27;Sim;2016-02-27;Sábado
1829;2016-02-29;18:44;2016;2;29;Não;2016-02-29;Segunda-feira
1830;2016-02-29;22:19;2016;2;29;Não;2016-02-29;Segunda-feira
1831;2016-02-01;09:15;2016;2;1;Não;2016-02-01;Segunda-feira
1832;2016-02-08;17:37;2016;2;8;Não;2016-02-08;Segunda-feira
1833;2016-02-17;22:43;2016;2;17;Não;2016-02-17;Quarta-feira
1834;2016-02-25;19:21;2016;2;25;Não;2016-02-25;Quinta-feira
1835;2016-02-28;06:57;2016;2;28;Sim;2016-02-28;Domingo
1836;2016-02-14;20:10;2016;2;14;Sim;2016-02-14;Domingo
1837;2016-02-25;15:00;2016;2;25;Não;2016-02-25;Quinta-feira
1838;2016-02-28;09:08;2016;2;28;Sim;2016-02-28;Domingo
1839;2016-02-01;08:41;2016;2;1;Não;2016-02-01;Segunda-feira
1840;2016-02-01;10:42;2016;2;1;Não;2016-02-01;Segunda-feira
1841;2016-02-01;15:07;2016;2;1;Não;2016-02-01;Segunda-feira
1842;2016-02-02;08:46;2016;2;2;Não;2016-02-02;Terça-feira
1843;2016-02-02;19:48;2016;2;2;Não;2016-02-02;Terça-feira
1844;2016-02-03;07:04;2016;2;3;Não;2016-02-03;Quarta-feira
1845;2016-02-03;22:20;2016;2;3;Não;2016-02-03;Quarta-feira
1846;2016-02-04;07:50;2016;2;4;Não;2016-02-04;Quinta-feira
1847;2016-02-04;14:26;2016;2;4;Não;2016-02-04;Quinta-feira
1848;2016-02-05;00:04;2016;2;5;Não;2016-02-05;Sexta-feira
1849;2016-02-05;00:08;2016;2;5;Não;2016-02-05;Sexta-feira
1850;2016-02-05;09:53;2016;2;5;Não;2016-02-05;Sexta-feira
1851;2016-02-05;16:14;2016;2;5;Não;2016-02-05;Sexta-feira
1852;2016-02-05;16:52;2016;2;5;Não;2016-02-05;Sexta-feira
1853;2016-02-05;17:53;2016;2;5;Não;2016-02-05;Sexta-feira
1854;2016-02-06;08:45;2016;2;6;Sim;2016-02-06;Sábado
1855;2016-02-06;21:01;2016;2;6;Sim;2016-02-06;Sábado
1856;2016-02-07;02:26;2016;2;7;Sim;2016-02-07;Domingo
1857;2016-02-07;13:01;2016;2;7;Sim;2016-02-07;Domingo
1858;2016-02-08;19:30;2016;2;8;Não;2016-02-08;Segunda-feira
1859;2016-02-09;08:00;2016;2;9;Não;2016-02-09;Terça-feira
1860;2016-02-09;15:11;2016;2;9;Não;2016-02-09;Terça-feira
1861;2016-02-09;19:18;2016;2;9;Não;2016-02-09;Terça-feira
1862;2016-02-10;03:08;2016;2;10;Não;2016-02-10;Quarta-feira
1863;2016-02-10;13:59;2016;2;10;Não;2016-02-10;Quarta-feira
1864;2016-02-10;16:19;2016;2;10;Não;2016-02-10;Quarta-feira
1865;2016-02-10;17:02;2016;2;10;Não;2016-02-10;Quarta-feira
1866;2016-02-10;20:22;2016;2;10;Não;2016-02-10;Quarta-feira
1867;2016-02-11;07:30;2016;2;11;Não;2016-02-11;Quinta-feira
1868;2016-02-12;00:36;2016;2;12;Não;2016-02-12;Sexta-feira
1869;2016-02-12;13:16;2016;2;12;Não;2016-02-12;Sexta-feira
1870;2016-02-12;14:32;2016;2;12;Não;2016-02-12;Sexta-feira
1871;2016-02-12;14:39;2016;2;12;Não;2016-02-12;Sexta-feira
1872;2016-02-12;15:09;2016;2;12;Não;2016-02-12;Sexta-feira
1873;2016-02-12;19:09;2016;2;12;Não;2016-02-12;Sexta-feira
1874;2016-02-12;19:25;2016;2;12;Não;2016-02-12;Sexta-feira
1875;2016-02-12;22:30;2016;2;12;Não;2016-02-12;Sexta-feira
1876;2016-02-13;13:38;2016;2;13;Sim;2016-02-13;Sábado
1877;2016-02-13;19:00;2016;2;13;Sim;2016-02-13;Sábado
1878;2016-02-14;02:49;2016;2;14;Sim;2016-02-14;Domingo
1879;2016-02-14;19:00;2016;2;14;Sim;2016-02-14;Domingo
1880;2016-02-15;09:17;2016;2;15;Não;2016-02-15;Segunda-feira
1881;2016-02-15;14:16;2016;2;15;Não;2016-02-15;Segunda-feira
1882;2016-02-15;19:29;2016;2;15;Não;2016-02-15;Segunda-feira
1883;2016-02-15;19:46;2016;2;15;Não;2016-02-15;Segunda-feira
1884;2016-02-16;06:00;2016;2;16;Não;2016-02-16;Terça-feira
1885;2016-02-16;09:21;2016;2;16;Não;2016-02-16;Terça-feira
1886;2016-02-16;12:11;2016;2;16;Não;2016-02-16;Terça-feira
1887;2016-02-16;15:29;2016;2;16;Não;2016-02-16;Terça-feira
1888;2016-02-16;20:22;2016;2;16;Não;2016-02-16;Terça-feira
1889;2016-02-16;23:20;2016;2;16;Não;2016-02-16;Terça-feira
1890;2016-02-17;08:34;2016;2;17;Não;2016-02-17;Quarta-feira
1891;2016-02-17;09:23;2016;2;17;Não;2016-02-17;Quarta-feira
1892;2016-02-17;14:35;2016;2;17;Não;2016-02-17;Quarta-feira
1893;2016-02-17;15:39;2016;2;17;Não;2016-02-17;Quarta-feira
1894;2016-02-17;16:07;2016;2;17;Não;2016-02-17;Quarta-feira
1895;2016-02-18;08:21;2016;2;18;Não;2016-02-18;Quinta-feira
1896;2016-02-18;12:25;2016;2;18;Não;2016-02-18;Quinta-feira
1897;2016-02-18;13:49;2016;2;18;Não;2016-02-18;Quinta-feira
1898;2016-02-19;07:56;2016;2;19;Não;2016-02-19;Sexta-feira
1899;2016-02-19;09:06;2016;2;19;Não;2016-02-19;Sexta-feira
1900;2016-02-19;10:33;2016;2;19;Não;2016-02-19;Sexta-feira
1901;2016-02-19;10:43;2016;2;19;Não;2016-02-19;Sexta-feira
1902;2016-02-19;10:46;2016;2;19;Não;2016-02-19;Sexta-feira
1903;2016-02-19;11:05;2016;2;19;Não;2016-02-19;Sexta-feira
1904;2016-02-19;12:04;2016;2;19;Não;2016-02-19;Sexta-feira
1905;2016-02-19;17:34;2016;2;19;Não;2016-02-19;Sexta-feira
1906;2016-02-19;18:36;2016;2;19;Não;2016-02-19;Sexta-feira
1907;2016-02-19;20:21;2016;2;19;Não;2016-02-19;Sexta-feira
1908;2016-02-20;07:10;2016;2;20;Sim;2016-02-20;Sábado
1909;2016-02-20;10:22;2016;2;20;Sim;2016-02-20;Sábado
1910;2016-02-20;20:13;2016;2;20;Sim;2016-02-20;Sábado
1911;2016-02-21;04:25;2016;2;21;Sim;2016-02-21;Domingo
1912;2016-02-21;16:37;2016;2;21;Sim;2016-02-21;Domingo
1913;2016-02-22;09:19;2016;2;22;Não;2016-02-22;Segunda-feira
1914;2016-02-22;11:04;2016;2;22;Não;2016-02-22;Segunda-feira
1915;2016-02-22;17:06;2016;2;22;Não;2016-02-22;Segunda-feira
1916;2016-02-22;17:25;2016;2;22;Não;2016-02-22;Segunda-feira
1917;2016-02-23;07:49;2016;2;23;Não;2016-02-23;Terça-feira
1918;2016-02-23;11:03;2016;2;23;Não;2016-02-23;Terça-feira
1919;2016-02-23;14:53;2016;2;23;Não;2016-02-23;Terça-feira
1920;2016-02-23;20:48;2016;2;23;Não;2016-02-23;Terça-feira
1921;2016-02-24;<br><;2016;2;24;Não;2016-02-24;Quarta-feira
1922;2016-02-24;12:25;2016;2;24;Não;2016-02-24;Quarta-feira
1923;2016-02-24;16:53;2016;2;24;Não;2016-02-24;Quarta-feira
1924;2016-02-25;07:54;2016;2;25;Não;2016-02-25;Quinta-feira
1925;2016-02-25;09:11;2016;2;25;Não;2016-02-25;Quinta-feira
1926;2016-02-25;15:01;2016;2;25;Não;2016-02-25;Quinta-feira
1927;2016-02-25;14:09;2016;2;25;Não;2016-02-25;Quinta-feira
1928;2016-02-25;15:32;2016;2;25;Não;2016-02-25;Quinta-feira
1929;2016-02-25;16:06;2016;2;25;Não;2016-02-25;Quinta-feira
1930;2016-02-26;01:30;2016;2;26;Não;2016-02-26;Sexta-feira
1931;2016-02-26;06:47;2016;2;26;Não;2016-02-26;Sexta-feira
1932;2016-02-26;08:18;2016;2;26;Não;2016-02-26;Sexta-feira
1933;2016-02-26;10:29;2016;2;26;Não;2016-02-26;Sexta-feira
1934;2016-02-26;13:48;2016;2;26;Não;2016-02-26;Sexta-feira
1935;2016-02-26;15:08;2016;2;26;Não;2016-02-26;Sexta-feira
1936;2016-02-26;17:20;2016;2;26;Não;2016-02-26;Sexta-feira
1937;2016-02-26;18:49;2016;2;26;Não;2016-02-26;Sexta-feira
1938;2016-02-26;19:50;2016;2;26;Não;2016-02-26;Sexta-feira
1939;2016-02-27;00:39;2016;2;27;Sim;2016-02-27;Sábado
1940;2016-02-27;23:14;2016;2;27;Sim;2016-02-27;Sábado
1941;2016-02-28;15:09;2016;2;28;Sim;2016-02-28;Domingo
1942;2016-02-29;07:51;2016;2;29;Não;2016-02-29;Segunda-feira
1943;2016-02-29;17:04;2016;2;29;Não;2016-02-29;Segunda-feira
1944;2016-02-29;18:17;2016;2;29;Não;2016-02-29;Segunda-feira
1945;2016-02-02;15:55;2016;2;2;Não;2016-02-02;Terça-feira
1946;2016-02-05;06:40;2016;2;5;Não;2016-02-05;Sexta-feira
1947;2016-02-18;06:36;2016;2;18;Não;2016-02-18;Quinta-feira
1948;2016-02-18;13:41;2016;2;18;Não;2016-02-18;Quinta-feira
1949;2016-02-22;07:05;2016;2;22;Não;2016-02-22;Segunda-feira
1950;2016-02-29;10:06;2016;2;29;Não;2016-02-29;Segunda-feira
1951;2016-02-01;16:23;2016;2;1;Não;2016-02-01;Segunda-feira
1952;2016-02-02;11:18;2016;2;2;Não;2016-02-02;Terça-feira
1953;2016-02-03;16:58;2016;2;3;Não;2016-02-03;Quarta-feira
1954;2016-02-03;18:33;2016;2;3;Não;2016-02-03;Quarta-feira
1955;2016-02-04;20:17;2016;2;4;Não;2016-02-04;Quinta-feira
1956;2016-02-06;12:29;2016;2;6;Sim;2016-02-06;Sábado
1957;2016-02-10;20:07;2016;2;10;Não;2016-02-10;Quarta-feira
1958;2016-02-13;08:12;2016;2;13;Sim;2016-02-13;Sábado
1959;2016-02-14;13:32;2016;2;14;Sim;2016-02-14;Domingo
1960;2016-02-16;20:17;2016;2;16;Não;2016-02-16;Terça-feira
1961;2016-02-19;19:51;2016;2;19;Não;2016-02-19;Sexta-feira
1962;2016-02-23;07:53;2016;2;23;Não;2016-02-23;Terça-feira
1963;2016-02-24;19:27;2016;2;24;Não;2016-02-24;Quarta-feira
1964;2016-02-26;09:43;2016;2;26;Não;2016-02-26;Sexta-feira
1965;2016-03-02;13:15;2016;3;2;Não;2016-03-02;Quarta-feira
1966;2016-03-02;17:13;2016;3;2;Não;2016-03-02;Quarta-feira
1967;2016-03-04;22:18;2016;3;4;Não;2016-03-04;Sexta-feira
1968;2016-03-06;00:37;2016;3;6;Sim;2016-03-06;Domingo
1969;2016-03-06;19:26;2016;3;6;Sim;2016-03-06;Domingo
1970;2016-03-08;10:10;2016;3;8;Não;2016-03-08;Terça-feira
1971;2016-03-12;00:29;2016;3;12;Sim;2016-03-12;Sábado
1972;2016-03-15;09:27;2016;3;15;Não;2016-03-15;Terça-feira
1973;2016-03-16;09:19;2016;3;16;Não;2016-03-16;Quarta-feira
1974;2016-03-16;21:01;2016;3;16;Não;2016-03-16;Quarta-feira
1975;2016-03-17;13:07;2016;3;17;Não;2016-03-17;Quinta-feira
1976;2016-03-18;10:22;2016;3;18;Não;2016-03-18;Sexta-feira
1977;2016-03-18;18:59;2016;3;18;Não;2016-03-18;Sexta-feira
1978;2016-03-20;04:59;2016;3;20;Sim;2016-03-20;Domingo
1979;2016-03-20;18:10;2016;3;20;Sim;2016-03-20;Domingo
1980;2016-03-25;19:38;2016;3;25;Não;2016-03-25;Sexta-feira
1981;2016-03-26;02:47;2016;3;26;Sim;2016-03-26;Sábado
1982;2016-03-27;12:06;2016;3;27;Sim;2016-03-27;Domingo
1983;2016-03-30;13:08;2016;3;30;Não;2016-03-30;Quarta-feira
1984;2016-03-30;19:16;2016;3;30;Não;2016-03-30;Quarta-feira
1985;2016-03-01;19:00;2016;3;1;Não;2016-03-01;Terça-feira
1986;2016-03-10;21:13;2016;3;10;Não;2016-03-10;Quinta-feira
1987;2016-03-11;08:15;2016;3;11;Não;2016-03-11;Sexta-feira
1988;2016-03-12;09:55;2016;3;12;Sim;2016-03-12;Sábado
1989;2016-03-13;20:02;2016;3;13;Sim;2016-03-13;Domingo
1990;2016-03-14;11:23;2016;3;14;Não;2016-03-14;Segunda-feira
1991;2016-03-19;19:12;2016;3;19;Sim;2016-03-19;Sábado
1992;2016-03-21;10:09;2016;3;21;Não;2016-03-21;Segunda-feira
1993;2016-03-24;16:51;2016;3;24;Não;2016-03-24;Quinta-feira
1994;2016-03-21;06:16;2016;3;21;Não;2016-03-21;Segunda-feira
1995;2016-03-01;07:22;2016;3;1;Não;2016-03-01;Terça-feira
1996;2016-03-01;19:39;2016;3;1;Não;2016-03-01;Terça-feira
1997;2016-03-02;07:11;2016;3;2;Não;2016-03-02;Quarta-feira
1998;2016-03-02;12:49;2016;3;2;Não;2016-03-02;Quarta-feira
1999;2016-03-02;13:26;2016;3;2;Não;2016-03-02;Quarta-feira
2000;2016-03-03;09:25;2016;3;3;Não;2016-03-03;Quinta-feira
2001;2016-03-03;10:10;2016;3;3;Não;2016-03-03;Quinta-feira
2002;2016-03-03;11:54;2016;3;3;Não;2016-03-03;Quinta-feira
2003;2016-03-04;16:56;2016;3;4;Não;2016-03-04;Sexta-feira
2004;2016-03-04;21:37;2016;3;4;Não;2016-03-04;Sexta-feira
2005;2016-03-05;09:55;2016;3;5;Sim;2016-03-05;Sábado
2006;2016-03-05;10:27;2016;3;5;Sim;2016-03-05;Sábado
2007;2016-03-05;15:12;2016;3;5;Sim;2016-03-05;Sábado
2008;2016-03-06;02:22;2016;3;6;Sim;2016-03-06;Domingo
2009;2016-03-06;04:11;2016;3;6;Sim;2016-03-06;Domingo
2010;2016-03-06;10:14;2016;3;6;Sim;2016-03-06;Domingo
2011;2016-03-06;14:40;2016;3;6;Sim;2016-03-06;Domingo
2012;2016-03-06;14:54;2016;3;6;Sim;2016-03-06;Domingo
2013;2016-03-06;18:06;2016;3;6;Sim;2016-03-06;Domingo
2014;2016-03-06;21:59;2016;3;6;Sim;2016-03-06;Domingo
2015;2016-03-07;14:04;2016;3;7;Não;2016-03-07;Segunda-feira
2016;2016-03-07;19:54;2016;3;7;Não;2016-03-07;Segunda-feira
2017;2016-03-08;06:54;2016;3;8;Não;2016-03-08;Terça-feira
2018;2016-03-08;11:49;2016;3;8;Não;2016-03-08;Terça-feira
2019;2016-03-08;14:13;2016;3;8;Não;2016-03-08;Terça-feira
2020;2016-03-08;14:40;2016;3;8;Não;2016-03-08;Terça-feira
2021;2016-03-08;15:45;2016;3;8;Não;2016-03-08;Terça-feira
2022;2016-03-08;18:07;2016;3;8;Não;2016-03-08;Terça-feira
2023;2016-03-08;18:23;2016;3;8;Não;2016-03-08;Terça-feira
2024;2016-03-09;09:43;2016;3;9;Não;2016-03-09;Quarta-feira
2025;2016-03-09;11:39;2016;3;9;Não;2016-03-09;Quarta-feira
2026;2016-03-09;19:10;2016;3;9;Não;2016-03-09;Quarta-feira
2027;2016-03-10;08:00;2016;3;10;Não;2016-03-10;Quinta-feira
2028;2016-03-11;09:48;2016;3;11;Não;2016-03-11;Sexta-feira
2029;2016-03-11;12:38;2016;3;11;Não;2016-03-11;Sexta-feira
2030;2016-03-11;15:48;2016;3;11;Não;2016-03-11;Sexta-feira
2031;2016-03-11;19:03;2016;3;11;Não;2016-03-11;Sexta-feira
2032;2016-03-11;19:07;2016;3;11;Não;2016-03-11;Sexta-feira
2033;2016-03-12;08:44;2016;3;12;Sim;2016-03-12;Sábado
2034;2016-03-12;15:48;2016;3;12;Sim;2016-03-12;Sábado
2035;2016-03-12;16:28;2016;3;12;Sim;2016-03-12;Sábado
2036;2016-03-12;18:15;2016;3;12;Sim;2016-03-12;Sábado
2037;2016-03-12;20:37;2016;3;12;Sim;2016-03-12;Sábado
2038;2016-03-12;21:46;2016;3;12;Sim;2016-03-12;Sábado
2039;2016-03-12;22:10;2016;3;12;Sim;2016-03-12;Sábado
2040;2016-03-12;23:01;2016;3;12;Sim;2016-03-12;Sábado
2041;2016-03-12;23:17;2016;3;12;Sim;2016-03-12;Sábado
2042;2016-03-13;12:06;2016;3;13;Sim;2016-03-13;Domingo
2043;2016-03-14;10:52;2016;3;14;Não;2016-03-14;Segunda-feira
2044;2016-03-14;14:42;2016;3;14;Não;2016-03-14;Segunda-feira
2045;2016-03-14;16:19;2016;3;14;Não;2016-03-14;Segunda-feira
2046;2016-03-14;18:58;2016;3;14;Não;2016-03-14;Segunda-feira
2047;2016-03-14;22:05;2016;3;14;Não;2016-03-14;Segunda-feira
2048;2016-03-15;09:30;2016;3;15;Não;2016-03-15;Terça-feira
2049;2016-03-15;10:17;2016;3;15;Não;2016-03-15;Terça-feira
2050;2016-03-15;12:21;2016;3;15;Não;2016-03-15;Terça-feira
2051;2016-03-15;13:14;2016;3;15;Não;2016-03-15;Terça-feira
2052;2016-03-16;07:13;2016;3;16;Não;2016-03-16;Quarta-feira
2053;2016-03-17;08:07;2016;3;17;Não;2016-03-17;Quinta-feira
2054;2016-03-17;11:54;2016;3;17;Não;2016-03-17;Quinta-feira
2055;2016-03-17;16:08;2016;3;17;Não;2016-03-17;Quinta-feira
2056;2016-03-17;21:05;2016;3;17;Não;2016-03-17;Quinta-feira
2057;2016-03-19;05:39;2016;3;19;Sim;2016-03-19;Sábado
2058;2016-03-19;08:28;2016;3;19;Sim;2016-03-19;Sábado
2059;2016-03-19;13:30;2016;3;19;Sim;2016-03-19;Sábado
2060;2016-03-20;14:25;2016;3;20;Sim;2016-03-20;Domingo
2061;2016-03-20;15:30;2016;3;20;Sim;2016-03-20;Domingo
2062;2016-03-21;06:59;2016;3;21;Não;2016-03-21;Segunda-feira
2063;2016-03-21;07:43;2016;3;21;Não;2016-03-21;Segunda-feira
2064;2016-03-21;09:21;2016;3;21;Não;2016-03-21;Segunda-feira
2065;2016-03-21;13:53;2016;3;21;Não;2016-03-21;Segunda-feira
2066;2016-03-21;14:10;2016;3;21;Não;2016-03-21;Segunda-feira
