sk_tempo;data;hora;ano;mes;dia;fim_de_semana;data_acidente;dia_semana
1341;2015-10-21;12:49;2015;10;21;Não;2015-10-21;Quarta-feira
1342;2015-10-22;08:14;2015;10;22;Não;2015-10-22;Quinta-feira
1343;2015-10-22;11:44;2015;10;22;Não;2015-10-22;Quinta-feira
1344;2015-10-22;12:30;2015;10;22;Não;2015-10-22;Quinta-feira
1345;2015-10-22;15:36;2015;10;22;Não;2015-10-22;Quinta-feira
1346;2015-10-23;06:59;2015;10;23;Não;2015-10-23;Sexta-feira
1347;2015-10-23;07:28;2015;10;23;Não;2015-10-23;Sexta-feira
1348;2015-10-23;09:38;2015;10;23;Não;2015-10-23;Sexta-feira
1349;2015-10-23;09:40;2015;10;23;Não;2015-10-23;Sexta-feira
1350;2015-10-23;09:55;2015;10;23;Não;2015-10-23;Sexta-feira
1351;2015-10-23;13:46;2015;10;23;Não;2015-10-23;Sexta-feira
1352;2015-10-23;15:52;2015;10;23;Não;2015-10-23;Sexta-feira
1353;2015-10-23;16:40;2015;10;23;Não;2015-10-23;Sexta-feira
1354;2015-10-23;16:47;2015;10;23;Não;2015-10-23;Sexta-feira
1355;2015-10-24;00:34;2015;10;24;Sim;2015-10-24;Sábado
1356;2015-10-24;08:13;2015;10;24;Sim;2015-10-24;Sábado
1357;2015-10-24;10:30;2015;10;24;Sim;2015-10-24;Sábado
1358;2015-10-24;15:06;2015;10;24;Sim;2015-10-24;Sábado
1359;2015-10-24;20:55;2015;10;24;Sim;2015-10-24;Sábado
1360;2015-10-24;22:28;2015;10;24;Sim;2015-10-24;Sábado
1361;2015-10-26;06:24;2015;10;26;Não;2015-10-26;Segunda-feira
1362;2015-10-26;09:00;2015;10;26;Não;2015-10-26;Segunda-feira
1363;2015-10-26;10:50;2015;10;26;Não;2015-10-26;Segunda-feira
1364;2015-10-26;14:26;2015;10;26;Não;2015-10-26;Segunda-feira
1365;2015-10-26;14:40;2015;10;26;Não;2015-10-26;Segunda-feira
1366;2015-10-26;14:46;2015;10;26;Não;2015-10-26;Segunda-feira
1367;2015-10-26;16:21;2015;10;26;Não;2015-10-26;Segunda-feira
1368;2015-10-26;18:36;2015;10;26;Não;2015-10-26;Segunda-feira
1369;2015-10-26;19:41;2015;10;26;Não;2015-10-26;Segunda-feira
1370;2015-10-26;19:56;2015;10;26;Não;2015-10-26;Segunda-feira
1371;2015-10-26;21:31;2015;10;26;Não;2015-10-26;Segunda-feira
1372;2015-10-26;22:52;2015;10;26;Não;2015-10-26;Segunda-feira
1373;2015-10-27;14:55;2015;10;27;Não;2015-10-27;Terça-feira
1374;2015-10-27;16:44;2015;10;27;Não;2015-10-27;Terça-feira
1375;2015-10-27;21:03;2015;10;27;Não;2015-10-27;Terça-feira
1376;2015-10-28;13:21;2015;10;28;Não;2015-10-28;Quarta-feira
1377;2015-10-28;14:02;2015;10;28;Não;2015-10-28;Quarta-feira
1378;2015-10-28;15:34;2015;10;28;Não;2015-10-28;Quarta-feira
1379;2015-10-28;15:53;2015;10;28;Não;2015-10-28;Quarta-feira
1380;2015-10-28;18:46;2015;10;28;Não;2015-10-28;Quarta-feira
1381;2015-10-29;01:53;2015;10;29;Não;2015-10-29;Quinta-feira
1382;2015-10-29;12:39;2015;10;29;Não;2015-10-29;Quinta-feira
1383;2015-10-29;14:58;2015;10;29;Não;2015-10-29;Quinta-feira
1384;2015-10-29;23:07;2015;10;29;Não;2015-10-29;Quinta-feira
1385;2015-10-30;08:09;2015;10;30;Não;2015-10-30;Sexta-feira
1386;2015-10-30;14:19;2015;10;30;Não;2015-10-30;Sexta-feira
1387;2015-10-30;17:26;2015;10;30;Não;2015-10-30;Sexta-feira
1388;2015-10-31;05:27;2015;10;31;Sim;2015-10-31;Sábado
1389;2015-10-31;07:19;2015;10;31;Sim;2015-10-31;Sábado
1390;2015-10-31;08:17;2015;10;31;Sim;2015-10-31;Sábado
1391;2015-10-31;15:14;2015;10;31;Sim;2015-10-31;Sábado
1392;2015-10-31;17:22;2015;10;31;Sim;2015-10-31;Sábado
1393;2015-10-13;08:36;2015;10;13;Não;2015-10-13;Terça-feira
1394;2015-10-13;22:18;2015;10;13;Não;2015-10-13;Terça-feira
1395;2015-10-02;16:24;2015;10;2;Não;2015-10-02;Sexta-feira
1396;2015-10-04;22:40;2015;10;4;Sim;2015-10-04;Domingo
1397;2015-10-05;20:16;2015;10;5;Não;2015-10-05;Segunda-feira
1398;2015-10-06;08:24;2015;10;6;Não;2015-10-06;Terça-feira
1399;2015-10-06;11:36;2015;10;6;Não;2015-10-06;Terça-feira
1400;2015-10-07;13:28;2015;10;7;Não;2015-10-07;Quarta-feira
1401;2015-10-07;21:06;2015;10;7;Não;2015-10-07;Quarta-feira
1402;2015-10-08;13:32;2015;10;8;Não;2015-10-08;Quinta-feira
1403;2015-10-08;20:10;2015;10;8;Não;2015-10-08;Quinta-feira
1404;2015-10-09;12:23;2015;10;9;Não;2015-10-09;Sexta-feira
1405;2015-10-09;14:16;2015;10;9;Não;2015-10-09;Sexta-feira
1406;2015-10-11;22:41;2015;10;11;Sim;2015-10-11;Domingo
1407;2015-10-13;12:34;2015;10;13;Não;2015-10-13;Terça-feira
1408;2015-10-14;20:28;2015;10;14;Não;2015-10-14;Quarta-feira
1409;2015-10-15;12:43;2015;10;15;Não;2015-10-15;Quinta-feira
1410;2015-10-18;07:38;2015;10;18;Sim;2015-10-18;Domingo
1411;2015-10-19;08:28;2015;10;19;Não;2015-10-19;Segunda-feira
1412;2015-10-21;19:07;2015;10;21;Não;2015-10-21;Quarta-feira
1413;2015-10-22;08:28;2015;10;22;Não;2015-10-22;Quinta-feira
1414;2015-10-22;11:11;2015;10;22;Não;2015-10-22;Quinta-feira
1415;2015-10-22;19:33;2015;10;22;Não;2015-10-22;Quinta-feira
1416;2015-10-27;06:38;2015;10;27;Não;2015-10-27;Terça-feira
1417;2015-10-27;16:51;2015;10;27;Não;2015-10-27;Terça-feira
1418;2015-10-27;20:08;2015;10;27;Não;2015-10-27;Terça-feira
1419;2015-10-28;08:59;2015;10;28;Não;2015-10-28;Quarta-feira
1420;2015-10-28;17:01;2015;10;28;Não;2015-10-28;Quarta-feira
1421;2015-10-29;09:14;2015;10;29;Não;2015-10-29;Quinta-feira
1422;2015-10-29;16:44;2015;10;29;Não;2015-10-29;Quinta-feira
1423;2015-09-01;12:29;2015;9;1;Não;2015-09-01;Terça-feira
1424;2015-09-02;10:51;2015;9;2;Não;2015-09-02;Quarta-feira
1425;2015-09-06;04:06;2015;9;6;Sim;2015-09-06;Domingo
1426;2015-09-06;21:10;2015;9;6;Sim;2015-09-06;Domingo
1427;2015-09-07;12:58;2015;9;7;Não;2015-09-07;Segunda-feira
1428;2015-09-08;17:15;2015;9;8;Não;2015-09-08;Terça-feira
1429;2015-09-08;17:41;2015;9;8;Não;2015-09-08;Terça-feira
1430;2015-09-09;02:03;2015;9;9;Não;2015-09-09;Quarta-feira
1431;2015-09-10;07:15;2015;9;10;Não;2015-09-10;Quinta-feira
1432;2015-09-10;14:25;2015;9;10;Não;2015-09-10;Quinta-feira
1433;2015-09-11;19:41;2015;9;11;Não;2015-09-11;Sexta-feira
1434;2015-09-12;01:42;2015;9;12;Sim;2015-09-12;Sábado
1435;2015-09-13;16:15;2015;9;13;Sim;2015-09-13;Domingo
1436;2015-09-14;12:38;2015;9;14;Não;2015-09-14;Segunda-feira
1437;2015-09-15;11:19;2015;9;15;Não;2015-09-15;Terça-feira
1438;2015-09-15;12:27;2015;9;15;Não;2015-09-15;Terça-feira
1439;2015-09-16;14:34;2015;9;16;Não;2015-09-16;Quarta-feira
1440;2015-09-17;12:57;2015;9;17;Não;2015-09-17;Quinta-feira
1441;2015-09-18;00:40;2015;9;18;Não;2015-09-18;Sexta-feira
1442;2015-09-21;23:16;2015;9;21;Não;2015-09-21;Segunda-feira
1443;2015-09-22;20:45;2015;9;22;Não;2015-09-22;Terça-feira
1444;2015-09-26;19:37;2015;9;26;Sim;2015-09-26;Sábado
1445;2015-09-27;00:54;2015;9;27;Sim;2015-09-27;Domingo
1446;2015-09-02;06:24;2015;9;2;Não;2015-09-02;Quarta-feira
1447;2015-09-03;20:48;2015;9;3;Não;2015-09-03;Quinta-feira
1448;2015-09-11;16:56;2015;9;11;Não;2015-09-11;Sexta-feira
1449;2015-09-13;14:04;2015;9;13;Sim;2015-09-13;Domingo
1450;2015-09-19;07:18;2015;9;19;Sim;2015-09-19;Sábado
1451;2015-09-26;20:19;2015;9;26;Sim;2015-09-26;Sábado
1452;2015-09-02;19:32;2015;9;2;Não;2015-09-02;Quarta-feira
1453;2015-09-03;21:51;2015;9;3;Não;2015-09-03;Quinta-feira
1454;2015-09-08;08:58;2015;9;8;Não;2015-09-08;Terça-feira
1455;2015-09-16;13:00;2015;9;16;Não;2015-09-16;Quarta-feira
1456;2015-09-20;21:42;2015;9;20;Sim;2015-09-20;Domingo
1457;2015-09-26;21:03;2015;9;26;Sim;2015-09-26;Sábado
1458;2015-09-01;10:06;2015;9;1;Não;2015-09-01;Terça-feira
1459;2015-09-01;09:09;2015;9;1;Não;2015-09-01;Terça-feira
1460;2015-09-01;09:47;2015;9;1;Não;2015-09-01;Terça-feira
1461;2015-09-01;22:10;2015;9;1;Não;2015-09-01;Terça-feira
1462;2015-09-01;22:20;2015;9;1;Não;2015-09-01;Terça-feira
1463;2015-09-02;14:36;2015;9;2;Não;2015-09-02;Quarta-feira
1464;2015-09-02;14:58;2015;9;2;Não;2015-09-02;Quarta-feira
1465;2015-09-02;18:16;2015;9;2;Não;2015-09-02;Quarta-feira
1466;2015-09-02;20:10;2015;9;2;Não;2015-09-02;Quarta-feira
1467;2015-09-03;07:24;2015;9;3;Não;2015-09-03;Quinta-feira
1468;2015-09-03;07:27;2015;9;3;Não;2015-09-03;Quinta-feira
1469;2015-09-03;09:06;2015;9;3;Não;2015-09-03;Quinta-feira
1470;2015-09-03;10:28;2015;9;3;Não;2015-09-03;Quinta-feira
1471;2015-09-03;14:33;2015;9;3;Não;2015-09-03;Quinta-feira
1472;2015-09-04;08:58;2015;9;4;Não;2015-09-04;Sexta-feira
1473;2015-09-04;12:56;2015;9;4;Não;2015-09-04;Sexta-feira
1474;2015-09-04;18:54;2015;9;4;Não;2015-09-04;Sexta-feira
1475;2015-09-05;11:20;2015;9;5;Sim;2015-09-05;Sábado
1476;2015-09-05;12:08;2015;9;5;Sim;2015-09-05;Sábado
1477;2015-09-05;13:39;2015;9;5;Sim;2015-09-05;Sábado
1478;2015-09-05;13:40;2015;9;5;Sim;2015-09-05;Sábado
1479;2015-09-05;14:43;2015;9;5;Sim;2015-09-05;Sábado
1480;2015-09-05;19:54;2015;9;5;Sim;2015-09-05;Sábado
1481;2015-09-05;21:26;2015;9;5;Sim;2015-09-05;Sábado
1482;2015-09-05;22:08;2015;9;5;Sim;2015-09-05;Sábado
1483;2015-09-05;22:26;2015;9;5;Sim;2015-09-05;Sábado
1484;2015-09-06;12:35;2015;9;6;Sim;2015-09-06;Domingo
1485;2015-09-06;18:52;2015;9;6;Sim;2015-09-06;Domingo
1486;2015-09-06;20:46;2015;9;6;Sim;2015-09-06;Domingo
1487;2015-09-06;23:59;2015;9;6;Sim;2015-09-06;Domingo
1488;2015-09-07;04:38;2015;9;7;Não;2015-09-07;Segunda-feira
1489;2015-09-07;13:14;2015;9;7;Não;2015-09-07;Segunda-feira
1490;2015-09-08;07:26;2015;9;8;Não;2015-09-08;Terça-feira
1491;2015-09-08;11:57;2015;9;8;Não;2015-09-08;Terça-feira
1492;2015-09-08;21:29;2015;9;8;Não;2015-09-08;Terça-feira
1493;2015-09-09;09:20;2015;9;9;Não;2015-09-09;Quarta-feira
1494;2015-09-09;09:35;2015;9;9;Não;2015-09-09;Quarta-feira
1495;2015-09-09;16:01;2015;9;9;Não;2015-09-09;Quarta-feira
1496;2015-09-09;21:40;2015;9;9;Não;2015-09-09;Quarta-feira
1497;2015-09-10;23:41;2015;9;10;Não;2015-09-10;Quinta-feira
1498;2015-09-11;07:37;2015;9;11;Não;2015-09-11;Sexta-feira
1499;2015-09-11;09:00;2015;9;11;Não;2015-09-11;Sexta-feira
1500;2015-09-11;09:07;2015;9;11;Não;2015-09-11;Sexta-feira
1501;2015-09-11;09:10;2015;9;11;Não;2015-09-11;Sexta-feira
1502;2015-09-11;12:41;2015;9;11;Não;2015-09-11;Sexta-feira
1503;2015-09-11;19:15;2015;9;11;Não;2015-09-11;Sexta-feira
1504;2015-09-11;21:11;2015;9;11;Não;2015-09-11;Sexta-feira
1505;2015-09-12;10:27;2015;9;12;Sim;2015-09-12;Sábado
1506;2015-09-12;18:02;2015;9;12;Sim;2015-09-12;Sábado
1507;2015-09-13;22:03;2015;9;13;Sim;2015-09-13;Domingo
1508;2015-09-14;13:33;2015;9;14;Não;2015-09-14;Segunda-feira
1509;2015-09-14;15:40;2015;9;14;Não;2015-09-14;Segunda-feira
1510;2015-09-14;18:34;2015;9;14;Não;2015-09-14;Segunda-feira
1511;2015-09-14;18:43;2015;9;14;Não;2015-09-14;Segunda-feira
1512;2015-09-14;18:59;2015;9;14;Não;2015-09-14;Segunda-feira
1513;2015-09-14;20:01;2015;9;14;Não;2015-09-14;Segunda-feira
1514;2015-09-14;21:58;2015;9;14;Não;2015-09-14;Segunda-feira
1515;2015-09-15;08:03;2015;9;15;Não;2015-09-15;Terça-feira
1516;2015-09-15;08:15;2015;9;15;Não;2015-09-15;Terça-feira
1517;2015-09-15;09:05;2015;9;15;Não;2015-09-15;Terça-feira
1518;2015-09-15;14:30;2015;9;15;Não;2015-09-15;Terça-feira
1519;2015-09-15;14:43;2015;9;15;Não;2015-09-15;Terça-feira
1520;2015-09-15;15:48;2015;9;15;Não;2015-09-15;Terça-feira
1521;2015-09-15;16:31;2015;9;15;Não;2015-09-15;Terça-feira
1522;2015-09-15;17:58;2015;9;15;Não;2015-09-15;Terça-feira
1523;2015-09-15;20:08;2015;9;15;Não;2015-09-15;Terça-feira
1524;2015-09-15;21:25;2015;9;15;Não;2015-09-15;Terça-feira
1525;2015-09-15;22:06;2015;9;15;Não;2015-09-15;Terça-feira
1526;2015-09-15;13:30;2015;9;15;Não;2015-09-15;Terça-feira
1527;2015-09-15;13:49;2015;9;15;Não;2015-09-15;Terça-feira
1528;2015-09-15;22:28;2015;9;15;Não;2015-09-15;Terça-feira
1529;2015-09-16;06:29;2015;9;16;Não;2015-09-16;Quarta-feira
1530;2015-09-16;10:43;2015;9;16;Não;2015-09-16;Quarta-feira
1531;2015-09-16;15:55;2015;9;16;Não;2015-09-16;Quarta-feira
1532;2015-09-16;16:52;2015;9;16;Não;2015-09-16;Quarta-feira
1533;2015-09-16;21:57;2015;9;16;Não;2015-09-16;Quarta-feira
1534;2015-09-17;00:00;2015;9;17;Não;2015-09-17;Quinta-feira
1535;2015-09-17;08:00;2015;9;17;Não;2015-09-17;Quinta-feira
1536;2015-09-17;08:39;2015;9;17;Não;2015-09-17;Quinta-feira
1537;2015-09-17;09:10;2015;9;17;Não;2015-09-17;Quinta-feira
1538;2015-09-17;10:07;2015;9;17;Não;2015-09-17;Quinta-feira
1539;2015-09-17;21:22;2015;9;17;Não;2015-09-17;Quinta-feira
1540;2015-09-18;00:45;2015;9;18;Não;2015-09-18;Sexta-feira
1541;2015-09-18;09:23;2015;9;18;Não;2015-09-18;Sexta-feira
1542;2015-09-18;11:57;2015;9;18;Não;2015-09-18;Sexta-feira
1543;2015-09-18;12:41;2015;9;18;Não;2015-09-18;Sexta-feira
1544;2015-09-19;08:34;2015;9;19;Sim;2015-09-19;Sábado
1545;2015-09-19;10:08;2015;9;19;Sim;2015-09-19;Sábado
1546;2015-09-19;13:00;2015;9;19;Sim;2015-09-19;Sábado
1547;2015-09-19;14:04;2015;9;19;Sim;2015-09-19;Sábado
1548;2015-09-20;05:49;2015;9;20;Sim;2015-09-20;Domingo
1549;2015-09-20;07:02;2015;9;20;Sim;2015-09-20;Domingo
1550;2015-09-20;07:04;2015;9;20;Sim;2015-09-20;Domingo
1551;2015-09-20;12:44;2015;9;20;Sim;2015-09-20;Domingo
1552;2015-09-21;10:35;2015;9;21;Não;2015-09-21;Segunda-feira
1553;2015-09-21;10:38;2015;9;21;Não;2015-09-21;Segunda-feira
1554;2015-09-21;12:17;2015;9;21;Não;2015-09-21;Segunda-feira
1555;2015-09-22;06:02;2015;9;22;Não;2015-09-22;Terça-feira
1556;2015-09-22;16:55;2015;9;22;Não;2015-09-22;Terça-feira
1557;2015-09-22;18:21;2015;9;22;Não;2015-09-22;Terça-feira
1558;2015-09-22;19:07;2015;9;22;Não;2015-09-22;Terça-feira
1559;2015-09-22;19:53;2015;9;22;Não;2015-09-22;Terça-feira
1560;2015-09-22;22:21;2015;9;22;Não;2015-09-22;Terça-feira
1561;2015-09-23;13:51;2015;9;23;Não;2015-09-23;Quarta-feira
1562;2015-09-23;15:28;2015;9;23;Não;2015-09-23;Quarta-feira
1563;2015-09-23;16:37;2015;9;23;Não;2015-09-23;Quarta-feira
1564;2015-09-23;16:44;2015;9;23;Não;2015-09-23;Quarta-feira
1565;2015-09-23;19:56;2015;9;23;Não;2015-09-23;Quarta-feira
1566;2015-09-24;00:31;2015;9;24;Não;2015-09-24;Quinta-feira
1567;2015-09-24;06:23;2015;9;24;Não;2015-09-24;Quinta-feira
1568;2015-09-24;07:22;2015;9;24;Não;2015-09-24;Quinta-feira
1569;2015-09-24;07:40;2015;9;24;Não;2015-09-24;Quinta-feira
1570;2015-09-24;07:58;2015;9;24;Não;2015-09-24;Quinta-feira
1571;2015-09-24;14:48;2015;9;24;Não;2015-09-24;Quinta-feira
1572;2015-09-24;16:19;2015;9;24;Não;2015-09-24;Quinta-feira
1573;2015-09-25;07:54;2015;9;25;Não;2015-09-25;Sexta-feira
1574;2015-09-25;09:25;2015;9;25;Não;2015-09-25;Sexta-feira
1575;2015-09-25;09:31;2015;9;25;Não;2015-09-25;Sexta-feira
1576;2015-09-25;12:21;2015;9;25;Não;2015-09-25;Sexta-feira
1577;2015-09-25;14:20;2015;9;25;Não;2015-09-25;Sexta-feira
1578;2015-09-25;16:45;2015;9;25;Não;2015-09-25;Sexta-feira
1579;2015-09-25;16:46;2015;9;25;Não;2015-09-25;Sexta-feira
1580;2015-09-25;17:28;2015;9;25;Não;2015-09-25;Sexta-feira
1581;2015-09-25;23:08;2015;9;25;Não;2015-09-25;Sexta-feira
1582;2015-09-26;02:01;2015;9;26;Sim;2015-09-26;Sábado
1583;2015-09-26;05:40;2015;9;26;Sim;2015-09-26;Sábado
1584;2015-09-26;13:20;2015;9;26;Sim;2015-09-26;Sábado
1585;2015-09-26;16:51;2015;9;26;Sim;2015-09-26;Sábado
1586;2015-09-26;17:23;2015;9;26;Sim;2015-09-26;Sábado
1587;2015-09-26;19:36;2015;9;26;Sim;2015-09-26;Sábado
1588;2015-09-27;23:42;2015;9;27;Sim;2015-09-27;Domingo
1589;2015-09-28;02:15;2015;9;28;Não;2015-09-28;Segunda-feira
1590;2015-09-28;08:51;2015;9;28;Não;2015-09-28;Segunda-feira
1591;2015-09-28;08:54;2015;9;28;Não;2015-09-28;Segunda-feira
1592;2015-09-28;16:42;2015;9;28;Não;2015-09-28;Segunda-feira
1593;2015-09-28;19:37;2015;9;28;Não;2015-09-28;Segunda-feira
1594;2015-09-28;22:48;2015;9;28;Não;2015-09-28;Segunda-feira
1595;2015-09-29;08:18;2015;9;29;Não;2015-09-29;Terça-feira
1596;2015-09-29;09:09;2015;9;29;Não;2015-09-29;Terça-feira
1597;2015-09-29;13:37;2015;9;29;Não;2015-09-29;Terça-feira
1598;2015-09-29;15:39;2015;9;29;Não;2015-09-29;Terça-feira
1599;2015-09-29;15:43;2015;9;29;Não;2015-09-29;Terça-feira
1600;2015-09-29;15:47;2015;9;29;Não;2015-09-29;Terça-feira
1601;2015-09-29;16:03;2015;9;29;Não;2015-09-29;Terça-feira
1602;2015-09-30;09:51;2015;9;30;Não;2015-09-30;Quarta-feira
1603;2015-09-30;14:38;2015;9;30;Não;2015-09-30;Quarta-feira
1604;2015-09-30;14:39;2015;9;30;Não;2015-09-30;Quarta-feira
1605;2015-09-30;19:50;2015;9;30;Não;2015-09-30;Quarta-feira
1606;2015-09-30;20:57;2015;9;30;Não;2015-09-30;Quarta-feira
1607;2015-09-08;12:06;2015;9;8;Não;2015-09-08;Terça-feira
1608;2015-09-16;18:15;2015;9;16;Não;2015-09-16;Quarta-feira
1609;2015-09-19;17:31;2015;9;19;Sim;2015-09-19;Sábado
1610;2015-09-21;12:15;2015;9;21;Não;2015-09-21;Segunda-feira
1611;2015-09-28;06:58;2015;9;28;Não;2015-09-28;Segunda-feira
1612;2015-09-29;17:52;2015;9;29;Não;2015-09-29;Terça-feira
1613;2015-09-29;07:15;2015;9;29;Não;2015-09-29;Terça-feira
1614;2015-09-01;22:55;2015;9;1;Não;2015-09-01;Terça-feira
1615;2015-09-03;08:00;2015;9;3;Não;2015-09-03;Quinta-feira
1616;2015-09-04;12:52;2015;9;4;Não;2015-09-04;Sexta-feira
1617;2015-09-06;15:27;2015;9;6;Sim;2015-09-06;Domingo
1618;2015-09-08;08:32;2015;9;8;Não;2015-09-08;Terça-feira
1619;2015-09-09;22:43;2015;9;9;Não;2015-09-09;Quarta-feira
1620;2015-09-10;11:04;2015;9;10;Não;2015-09-10;Quinta-feira
1621;2015-09-15;10:59;2015;9;15;Não;2015-09-15;Terça-feira
1622;2015-09-15;16:57;2015;9;15;Não;2015-09-15;Terça-feira
1623;2015-09-17;12:04;2015;9;17;Não;2015-09-17;Quinta-feira
1624;2015-09-18;12:48;2015;9;18;Não;2015-09-18;Sexta-feira
1625;2015-09-23;10:04;2015;9;23;Não;2015-09-23;Quarta-feira
1626;2015-09-27;08:48;2015;9;27;Sim;2015-09-27;Domingo
1627;2015-09-27;10:50;2015;9;27;Sim;2015-09-27;Domingo
1628;2015-09-27;15:08;2015;9;27;Sim;2015-09-27;Domingo
1629;2015-09-30;08:33;2015;9;30;Não;2015-09-30;Quarta-feira
1630;2016-01-01;18:30;2016;1;1;Não;2016-01-01;Sexta-feira
1631;2016-01-04;16:05;2016;1;4;Não;2016-01-04;Segunda-feira
1632;2016-01-06;17:33;2016;1;6;Não;2016-01-06;Quarta-feira
1633;2016-01-07;10:29;2016;1;7;Não;2016-01-07;Quinta-feira
1634;2016-01-07;13:53;2016;1;7;Não;2016-01-07;Quinta-feira
1635;2016-01-07;20:09;2016;1;7;Não;2016-01-07;Quinta-feira
1636;2016-01-08;02:42;2016;1;8;Não;2016-01-08;Sexta-feira
1637;2016-01-08;06:38;2016;1;8;Não;2016-01-08;Sexta-feira
1638;2016-01-08;18:56;2016;1;8;Não;2016-01-08;Sexta-feira
1639;2016-01-09;15:03;2016;1;9;Sim;2016-01-09;Sábado
1640;2016-01-09;17:40;2016;1;9;Sim;2016-01-09;Sábado
1641;2016-01-10;18:31;2016;1;10;Sim;2016-01-10;Domingo
1642;2016-01-12;12:56;2016;1;12;Não;2016-01-12;Terça-feira
1643;2016-01-14;16:53;2016;1;14;Não;2016-01-14;Quinta-feira
1644;2016-01-16;08:52;2016;1;16;Sim;2016-01-16;Sábado
1645;2016-01-17;05:26;2016;1;17;Sim;2016-01-17;Domingo
1646;2016-01-20;12:15;2016;1;20;Não;2016-01-20;Quarta-feira
1647;2016-01-20;15:50;2016;1;20;Não;2016-01-20;Quarta-feira
1648;2016-01-21;01:31;2016;1;21;Não;2016-01-21;Quinta-feira
1649;2016-01-21;18:07;2016;1;21;Não;2016-01-21;Quinta-feira
1650;2016-01-25;07:23;2016;1;25;Não;2016-01-25;Segunda-feira
1651;2016-01-26;21:44;2016;1;26;Não;2016-01-26;Terça-feira
1652;2016-01-27;05:44;2016;1;27;Não;2016-01-27;Quarta-feira
1653;2016-01-27;10:29;2016;1;27;Não;2016-01-27;Quarta-feira
1654;2016-01-27;13:41;2016;1;27;Não;2016-01-27;Quarta-feira
1655;2016-01-27;15:23;2016;1;27;Não;2016-01-27;Quarta-feira
1656;2016-01-29;06:12;2016;1;29;Não;2016-01-29;Sexta-feira
1657;2016-01-05;18:50;2016;1;5;Não;2016-01-05;Terça-feira
1658;2016-01-06;18:40;2016;1;6;Não;2016-01-06;Quarta-feira
1659;2016-01-12;08:28;2016;1;12;Não;2016-01-12;Terça-feira
1660;2016-01-13;13:13;2016;1;13;Não;2016-01-13;Quarta-feira
1661;2016-01-26;09:55;2016;1;26;Não;2016-01-26;Terça-feira
1662;2016-01-29;09:42;2016;1;29;Não;2016-01-29;Sexta-feira
1663;2016-01-02;06:32;2016;1;2;Sim;2016-01-02;Sábado
1664;2016-01-10;21:33;2016;1;10;Sim;2016-01-10;Domingo
1665;2016-01-12;21:38;2016;1;12;Não;2016-01-12;Terça-feira
1666;2016-01-18;12:53;2016;1;18;Não;2016-01-18;Segunda-feira
1667;2016-01-01;05:34;2016;1;1;Não;2016-01-01;Sexta-feira
1668;2016-01-02;11:00;2016;1;2;Sim;2016-01-02;Sábado
1669;2016-01-02;12:52;2016;1;2;Sim;2016-01-02;Sábado
1670;2016-01-03;00:49;2016;1;3;Sim;2016-01-03;Domingo
1671;2016-01-03;03:41;2016;1;3;Sim;2016-01-03;Domingo
1672;2016-01-03;11:42;2016;1;3;Sim;2016-01-03;Domingo
1673;2016-01-03;14:38;2016;1;3;Sim;2016-01-03;Domingo
1674;2016-01-03;15:42;2016;1;3;Sim;2016-01-03;Domingo
1675;2016-01-04;12:33;2016;1;4;Não;2016-01-04;Segunda-feira
1676;2016-01-04;15:34;2016;1;4;Não;2016-01-04;Segunda-feira
1677;2016-01-04;16:43;2016;1;4;Não;2016-01-04;Segunda-feira
1678;2016-01-04;17:08;2016;1;4;Não;2016-01-04;Segunda-feira
1679;2016-01-05;18:10;2016;1;5;Não;2016-01-05;Terça-feira
1680;2016-01-06;12:59;2016;1;6;Não;2016-01-06;Quarta-feira
1681;2016-01-06;19:13;2016;1;6;Não;2016-01-06;Quarta-feira
1682;2016-01-06;19:48;2016;1;6;Não;2016-01-06;Quarta-feira
1683;2016-01-06;19:58;2016;1;6;Não;2016-01-06;Quarta-feira
1684;2016-01-07;10:36;2016;1;7;Não;2016-01-07;Quinta-feira
1685;2016-01-07;13:41;2016;1;7;Não;2016-01-07;Quinta-feira
1686;2016-01-07;16:05;2016;1;7;Não;2016-01-07;Quinta-feira
1687;2016-01-08;06:03;2016;1;8;Não;2016-01-08;Sexta-feira
1688;2016-01-08;07:32;2016;1;8;Não;2016-01-08;Sexta-feira
1689;2016-01-08;08:54;2016;1;8;Não;2016-01-08;Sexta-feira
1690;2016-01-08;16:20;2016;1;8;Não;2016-01-08;Sexta-feira
1691;2016-01-08;23:53;2016;1;8;Não;2016-01-08;Sexta-feira
1692;2016-01-09;10:31;2016;1;9;Sim;2016-01-09;Sábado
1693;2016-01-10;21:35;2016;1;10;Sim;2016-01-10;Domingo
1694;2016-01-09;19:13;2016;1;9;Sim;2016-01-09;Sábado
1695;2016-01-10;15:17;2016;1;10;Sim;2016-01-10;Domingo
1696;2016-01-11;05:53;2016;1;11;Não;2016-01-11;Segunda-feira
1697;2016-01-11;12:22;2016;1;11;Não;2016-01-11;Segunda-feira
1698;2016-01-11;12:27;2016;1;11;Não;2016-01-11;Segunda-feira
1699;2016-01-11;15:56;2016;1;11;Não;2016-01-11;Segunda-feira
1700;2016-01-11;17:31;2016;1;11;Não;2016-01-11;Segunda-feira
1701;2016-01-11;18:19;2016;1;11;Não;2016-01-11;Segunda-feira
1702;2016-01-11;20:02;2016;1;11;Não;2016-01-11;Segunda-feira
1703;2016-01-12;08:00;2016;1;12;Não;2016-01-12;Terça-feira
