X,Y,Z,tipo,data,detalhes,longitude,latitude
-34.9216934999999,-8.04999559999993,0,Ciclomotor,04/03/2015,Ciclomotor,-34.921693,-8.049996
-34.954918,-8.03180309999993,0,Ciclomotor,05/03/2015,Ciclomotor,-34.954918,-8.031803
-34.8929,-8.02066679999996,0,Ciclomotor,13/03/2015,Ciclomotor,-34.8929,-8.020667
-34.9085534,-8.0916586,0,Ciclomotor,16/03/2015,Ciclomotor,-34.908553,-8.091659
-34.9084783,-8.09124839999993,0,Ciclomotor,17/03/2015,Ciclomotor,-34.908478,-8.091248
-34.9067052999999,-8.05937829999993,0,Ciclomotor,18/03/2015,Ciclomotor,-34.906705,-8.059378
-34.8738696999999,-8.04996109999996,0,Ciclomotor,26/03/2015,Ciclomotor,-34.87387,-8.049961
-34.90729,-8.04602649999993,0,Ciclomotor,28/03/2015,Ciclomotor,-34.90729,-8.046026
-34.9471718,-8.0826657,0,Ciclomotor,28/03/2015,Ciclomotor,-34.947172,-8.082666
-34.9114956999999,-8.14201979999996,0,Ciclomotor,29/03/2015,Ciclomotor,-34.911496,-8.14202
-34.9338198,-8.08951429999996,0,Ciclomotor,29/03/2015,Ciclomotor,-34.93382,-8.089514
-34.9573106,-8.09090309999993,0,Ciclomotor,30/03/2015,Ciclomotor,-34.957311,-8.090903
-34.9280208,-7.99956979999996,0,Ciclomotor,11/03/2015,Ciclomotor,-34.928021,-7.99957
-34.9138935999999,-8.0625838,0,Ciclista,10/03/2015,Ciclista,-34.913894,-8.062584
-34.9055921999999,-8.05317989999998,0,Ciclista,12/03/2015,Ciclista,-34.905592,-8.05318
-34.9053575,-8.05806769999998,0,Ciclista,17/03/2015,Ciclista,-34.905357,-8.058068
-34.9042818999999,-8.03230239999994,0,Ciclista,22/03/2015,Ciclista,-34.904282,-8.032302
-34.8951933,-8.05206709999993,0,Ciclista,31/03/2015,Ciclista,-34.895193,-8.052067
-34.8976274,-8.06333,0,Ciclista,20/03/2015,Ciclista,-34.897627,-8.06333
-34.8769381,-8.04747529999997,0,Ciclista,05/03/2015,Ciclomotor,-34.876938,-8.047475
-34.9497038,-8.05206439999995,0,Ciclista,28/03/2015,Ciclomotor,-34.949704,-8.052064
-34.9721216999999,-8.03759029999998,0,Pedestre,02/03/2015,Pedestre,-34.972122,-8.03759
-34.9140626,-8.02288979999997,0,Pedestre,02/03/2015,Pedestre,-34.914063,-8.02289
-34.8756212,-8.06868919999994,0,Pedestre,03/03/2015,Pedestre,-34.875621,-8.068689
-34.8772627,-8.06618619999995,0,Pedestre,03/03/2015,Pedestre,-34.877263,-8.066186
-34.906421,-8.08063549999997,0,Pedestre,04/03/2015,Pedestre,-34.906421,-8.080635
-34.9086498999999,-8.109555,0,Pedestre,06/03/2015,Pedestre,-34.90865,-8.109555
-34.9446182999999,-8.0375,0,Pedestre,07/03/2015,Pedestre,-34.944618,-8.0375
-34.8978782,-8.05519289999995,0,Pedestre,08/03/2015,Pedestre,-34.897878,-8.055193
-34.8910746999999,-8.05716079999996,0,Pedestre,09/03/2015,Pedestre,-34.891075,-8.057161
-34.9249040999999,-8.04842339999993,0,Pedestre,10/03/2015,Pedestre,-34.924904,-8.048423
-34.8891798,-8.01099759999994,0,Pedestre,10/03/2015,Pedestre,-34.88918,-8.010998
-34.8790423999999,-8.06595389999995,0,Pedestre,11/03/2015,Pedestre,-34.879042,-8.065954
-34.93191,-8.08534249999997,0,Pedestre,12/03/2015,Pedestre,-34.93191,-8.085342
-34.9280906,-8.10078949999996,0,Pedestre,13/03/2015,Pedestre,-34.928091,-8.100789
-34.9196711,-8.02102269999995,0,Pedestre,13/03/2015,Pedestre,-34.919671,-8.021023
-34.9364080999999,-8.12157309999998,0,Pedestre,14/03/2015,Pedestre,-34.936408,-8.121573
-34.8773083,-8.04804889999997,0,Pedestre,14/03/2015,Pedestre,-34.877308,-8.048049
-34.9197556,-8.0620009,0,Pedestre,15/03/2015,Pedestre,-34.919756,-8.062001
-34.8931198999999,-8.02688169999993,0,Pedestre,15/03/2015,Pedestre,-34.89312,-8.026882
-34.9086713999999,-8.08029419999997,0,Pedestre,16/03/2015,Pedestre,-34.908671,-8.080294
-34.8837200999999,-8.05259559999996,0,Pedestre,17/03/2015,Pedestre,-34.88372,-8.052596
-34.9433041,-8.11185189999998,0,Pedestre,18/03/2015,Pedestre,-34.943304,-8.111852
-34.8793924,-8.03827549999994,0,Pedestre,18/03/2015,Pedestre,-34.879392,-8.038275
-34.8858418,-8.03386139999998,0,Pedestre,18/03/2015,Pedestre,-34.885842,-8.033861
-34.8904618999999,-8.03691569999995,0,Pedestre,18/03/2015,Pedestre,-34.890462,-8.036916
-34.9257986,-8.11385269999994,0,Pedestre,21/03/2015,Pedestre,-34.925799,-8.113853
-34.8821712,-8.09228669999993,0,Pedestre,21/03/2015,Pedestre,-34.882171,-8.092287
-34.9164981,-8.13323509999998,0,Pedestre,21/03/2015,Pedestre,-34.916498,-8.133235
-34.9170827999999,-8.05275229999995,0,Pedestre,27/03/2015,Pedestre,-34.917083,-8.052752
-34.9515599,-8.03535,0,Pedestre,28/03/2015,Pedestre,-34.95156,-8.03535
-34.8967999,-8.0533525,0,Pedestre,29/03/2015,Pedestre,-34.8968,-8.053352
-34.8934096,-8.02555369999993,0,Automóveis,01/03/2015,Táxi,-34.89341,-8.025554
-34.8977118999999,-8.1135407,0,Automóveis,06/03/2015,Táxi,-34.897712,-8.113541
-34.9136763999999,-8.10844769999994,0,Automóveis,07/03/2015,Táxi,-34.913676,-8.108448
-34.9087787,-8.14327439999994,0,Automóveis,08/03/2015,Táxi,-34.908779,-8.143274
-34.9165705,-8.06491019999993,0,Automóveis,12/03/2015,Táxi,-34.91657,-8.06491
-34.9019067999999,-8.12786879999993,0,Automóveis,13/03/2015,Táxi,-34.901907,-8.127869
-34.8790973,-8.04587649999996,0,Automóveis,14/03/2015,Táxi,-34.879097,-8.045876
-34.9412093,-8.01622329999998,0,Automóveis,15/03/2015,Táxi,-34.941209,-8.016223
-34.9072123,-8.14284949999995,0,Automóveis,18/03/2015,Táxi,-34.907212,-8.142849
-34.9160904,-8.1313047,0,Automóveis,18/03/2015,Táxi,-34.91609,-8.131305
-34.8981383,-8.03695679999993,0,Automóveis,21/03/2015,Táxi,-34.898138,-8.036957
-34.8768335999999,-8.06419709999994,0,Automóveis,21/03/2015,Táxi,-34.876834,-8.064197
-34.907679,-8.08027829999997,0,Automóveis,24/03/2015,Táxi,-34.907679,-8.080278
-34.9035335999999,-8.12411419999995,0,Automóveis,26/03/2015,Táxi,-34.903534,-8.124114
-34.9140116999999,-8.02742749999993,0,Automóveis,27/03/2015,Táxi,-34.914012,-8.027427
-34.9089342,-8.03498479999996,0,Automóveis,20/03/2015,Táxi,-34.908934,-8.034985
-34.9445378999999,-8.11840529999995,0,Outros,08/03/2015,Ônibus,-34.944538,-8.118405
-34.9277312,-8.10294569999996,0,Outros,27/03/2015,Acidente com animal,-34.927731,-8.102946
