X,Y,Z,tipo,data,detalhes,longitude,latitude
-34.9198133,-8.00221,0,Pedestre,22/0/2015,Pedestre,-34.919813,-8.00221
-34.8819243999999,-8.0545104,0,Pedestre,26/01/2015,Pedestre,-34.881924,-8.05451
-34.9213420999999,-8.03428369999995,0,Pedestre,30/01/2015,Pedestre,-34.921342,-8.034284
-34.9177693999999,-8.02657089999997,0,Pedestre,31/01/2015,Pedestre,-34.917769,-8.026571
-34.9239411999999,-8.04895979999998,0,Pedestre,31/01/2015,Pedestre,-34.923941,-8.04896
-34.9501812,-8.09124569999994,0,Automóveis,03/01/2015,Táxi,-34.950181,-8.091246
-34.8924816,-8.03011129999993,0,Automóveis,04/01/2015,Táxi,-34.892482,-8.030111
-34.8899683,-8.1118254,0,Automóveis,06/01/2015,Táxi,-34.889968,-8.111825
-34.9217444999999,-8.05164479999996,0,Automóveis,08/01/2015,Táxi,-34.921744,-8.051645
-34.8851591,-8.03679349999993,0,Automóveis,13/01/2015,Táxi,-34.885159,-8.036793
-34.8980230999999,-8.04987069999993,0,Automóveis,15/01/2015,Táxi,-34.898023,-8.049871
-34.9408900999999,-8.04240259999995,0,Automóveis,18/01/2015,Táxi,-34.94089,-8.042403
-34.8894882,-8.013793,0,Automóveis,19/01/2015,Táxi,-34.889488,-8.013793
-34.9339591999999,-8.07961439999997,0,Outros,03/01/2015,Ambulância,-34.933959,-8.079614
-34.9318671,-8.012465,0,Outros,07/01/2015,Caminhão,-34.931867,-8.012465
-34.8937797999999,-8.00459779999994,0,Outros,11/01/2015,Ônibus,-34.89378,-8.004598
-34.9096853,-8.06212439999996,0,Outros,11/01/2015,Ambulância,-34.909685,-8.062124
-34.8888606,-8.0092698,0,Outros,21/01/2015,Caminhão,-34.888861,-8.00927
-34.9599016,-8.12045519999998,0,Outros,22/01/2015,Ônibus,-34.959902,-8.120455
-34.883645,-8.06093459999994,0,Outros,26/01/2015,Ônibus,-34.883645,-8.060935
-34.9065725999999,-8.02559089999994,0,Outros,31/01/2015,Ônibus,-34.906573,-8.025591
-34.8880452,-8.08586559999998,0,Outros,31/01/2015,Ônibus,-34.888045,-8.085866
-34.8979801,-8.05663759999993,0,Outros,01/01/2015,Ônibus,-34.89798,-8.056638
-34.8792850999999,-8.05078439999994,0,Motocicletas,15/01/2015,Moto,-34.879285,-8.050784
-34.8977508,-8.06234339999997,0,Motocicletas,15/01/2015,Moto,-34.897751,-8.062343
-34.8722363,-8.03645889999996,0,Motocicletas,15/01/2015,Moto,-34.872236,-8.036459
-34.9139339,-8.11906119999998,0,Motocicletas,15/01/2015,Moto,-34.913934,-8.119061
-34.883531,-8.05935709999994,0,Motocicletas,15/01/2015,Moto,-34.883531,-8.059357
-34.9205186999999,-8.06466049999995,0,Motocicletas,15/01/2015,Moto,-34.920519,-8.06466
-34.9095887,-8.035933,0,Motocicletas,15/01/2015,Moto,-34.909589,-8.035933
-34.8946862999999,-8.11620139999997,0,Motocicletas,16/01/2015,Moto,-34.894686,-8.116201
-34.8879889,-8.04848179999993,0,Motocicletas,16/01/2015,Moto,-34.887989,-8.048482
-34.9131547,-8.06259569999997,0,Motocicletas,17/01/2015,Moto,-34.913155,-8.062596
-34.8798323,-8.0410429,0,Motocicletas,17/01/2015,Moto,-34.879832,-8.041043
-34.9124935,-8.11148279999998,0,Motocicletas,17/01/2015,Moto,-34.912493,-8.111483
-34.9269318999999,-8.10870789999996,0,Motocicletas,17/01/2015,Moto,-34.926932,-8.108708
-34.9379772,-8.099483,0,Motocicletas,17/01/2015,Moto,-34.937977,-8.099483
-34.9098152999999,-8.080269,0,Motocicletas,17/01/2015,Moto,-34.909815,-8.080269
-34.8920684999999,-8.071305,0,Motocicletas,18/01/2015,Moto,-34.892068,-8.071305
-34.9117330999999,-8.03482419999995,0,Motocicletas,18/01/2015,Moto,-34.911733,-8.034824
-34.9197220999999,-8.00221269999997,0,Motocicletas,18/01/2015,Moto,-34.919722,-8.002213
-34.8927765999999,-8.02351929999998,0,Motocicletas,18/01/2015,Moto,-34.892777,-8.023519
-34.8984843,-8.05591529999998,0,Motocicletas,18/01/2015,Moto,-34.898484,-8.055915
-34.8792207,-8.03499019999998,0,Motocicletas,18/01/2015,Moto,-34.879221,-8.03499
-34.8991442,-8.12390179999994,0,Motocicletas,18/01/2015,Moto,-34.899144,-8.123902
-34.8979479,-8.11125709999993,0,Motocicletas,18/01/2015,Moto,-34.897948,-8.111257
-34.9029957999999,-8.1354309,0,Motocicletas,18/01/2015,Moto,-34.902996,-8.135431
-34.8914864999999,-8.03492109999996,0,Motocicletas,19/01/2015,Moto,-34.891486,-8.034921
-34.9270713,-8.10765109999994,0,Motocicletas,19/01/2015,Moto,-34.927071,-8.107651
-34.896073,-8.11526139999995,0,Motocicletas,19/01/2015,Moto,-34.896073,-8.115261
