sk_tempo,data_acidente,ano,mes,dia,hora_acidente,dia_semana,fim_de_semana
1,2014-02-24,2014,2,24,,Segunda-feira,Não
2,2014-02-25,2014,2,25,,Terça-feira,Não
3,2014-02-28,2014,2,28,,Sexta-feira,Não
4,2014-03-01,2014,3,1,,Sábado,Sim
5,2014-03-02,2014,3,2,,Domingo,Sim
6,2014-03-03,2014,3,3,,Segunda-feira,Não
7,2014-03-04,2014,3,4,,Terça-feira,Não
8,2014-03-05,2014,3,5,,Quarta-feira,Não
9,2014-03-06,2014,3,6,,Quinta-feira,Não
10,2014-03-07,2014,3,7,,Sexta-feira,Não
11,2014-03-09,2014,3,9,,Domingo,Sim
12,2014-03-10,2014,3,10,,Segunda-feira,Não
13,2014-03-11,2014,3,11,,Terça-feira,Não
14,2014-03-12,2014,3,12,,Quarta-feira,Não
15,2014-03-13,2014,3,13,,Quinta-feira,Não
16,2014-03-14,2014,3,14,,Sexta-feira,Não
17,2014-03-15,2014,3,15,,Sábado,Sim
18,2014-03-16,2014,3,16,,Domingo,Sim
19,2014-03-17,2014,3,17,,Segunda-feira,Não
20,2014-03-18,2014,3,18,,Terça-feira,Não
21,2014-03-19,2014,3,19,,Quarta-feira,Não
22,2014-03-20,2014,3,20,,Quinta-feira,Não
23,2014-03-21,2014,3,21,,Sexta-feira,Não
24,2014-03-22,2014,3,22,,Sábado,Sim
25,2014-03-23,2014,3,23,,Domingo,Sim
26,2014-03-25,2014,3,25,,Terça-feira,Não
27,2014-03-26,2014,3,26,,Quarta-feira,Não
28,2014-03-28,2014,3,28,,Sexta-feira,Não
29,2014-03-29,2014,3,29,,Sábado,Sim
30,2014-03-30,2014,3,30,,Domingo,Sim
31,2014-03-31,2014,3,31,,Segunda-feira,Não
32,2014-04-01,2014,4,1,,Terça-feira,Não
33,2014-04-02,2014,4,2,,Quarta-feira,Não
34,2014-04-03,2014,4,3,,Quinta-feira,Não
35,2014-04-04,2014,4,4,,Sexta-feira,Não
36,2014-04-05,2014,4,5,,Sábado,Sim
37,2014-04-06,2014,4,6,,Domingo,Sim
38,2014-04-07,2014,4,7,,Segunda-feira,Não
39,2014-04-08,2014,4,8,,Terça-feira,Não
40,2014-04-09,2014,4,9,,Quarta-feira,Não
41,2014-04-10,2014,4,10,,Quinta-feira,Não
42,2014-04-11,2014,4,11,,Sexta-feira,Não
43,2014-04-12,2014,4,12,,Sábado,Sim
44,2014-04-13,2014,4,13,,Domingo,Sim
45,2014-04-14,2014,4,14,,Segunda-feira,Não
46,2014-04-15,2014,4,15,,Terça-feira,Não
47,2014-04-16,2014,4,16,,Quarta-feira,Não
48,2014-04-17,2014,4,17,,Quinta-feira,Não
49,2014-04-18,2014,4,18,,Sexta-feira,Não
50,2014-04-19,2014,4,19,,Sábado,Sim
51,2014-04-20,2014,4,20,,Domingo,Sim
52,2014-04-21,2014,4,21,,Segunda-feira,Não
53,2014-04-22,2014,4,22,,Terça-feira,Não
54,2014-04-23,2014,4,23,,Quarta-feira,Não
55,2014-04-24,2014,4,24,,Quinta-feira,Não
56,2014-04-25,2014,4,25,,Sexta-feira,Não
57,2014-04-26,2014,4,26,,Sábado,Sim
58,2014-04-27,2014,4,27,,Domingo,Sim
59,2014-04-28,2014,4,28,,Segunda-feira,Não
60,2014-04-29,2014,4,29,,Terça-feira,Não
61,2014-04-30,2014,4,30,,Quarta-feira,Não
62,2014-05-01,2014,5,1,,Quinta-feira,Não
63,2014-05-02,2014,5,2,,Sexta-feira,Não
64,2014-05-03,2014,5,3,,Sábado,Sim
65,2014-05-04,2014,5,4,,Domingo,Sim
66,2014-05-05,2014,5,5,,Segunda-feira,Não
67,2014-05-06,2014,5,6,,Terça-feira,Não
68,2014-05-07,2014,5,7,,Quarta-feira,Não
69,2014-05-08,2014,5,8,,Quinta-feira,Não
70,2014-05-09,2014,5,9,,Sexta-feira,Não
71,2014-05-10,2014,5,10,,Sábado,Sim
72,2014-05-11,2014,5,11,,Domingo,Sim
73,2014-05-12,2014,5,12,,Segunda-feira,Não
74,2014-05-13,2014,5,13,,Terça-feira,Não
75,2014-05-14,2014,5,14,,Quarta-feira,Não
76,2014-05-15,2014,5,15,,Quinta-feira,Não
77,2014-05-16,2014,5,16,,Sexta-feira,Não
78,2014-05-17,2014,5,17,,Sábado,Sim
79,2014-05-18,2014,5,18,,Domingo,Sim
80,2014-05-19,2014,5,19,,Segunda-feira,Não
81,2014-05-20,2014,5,20,,Terça-feira,Não
82,2014-05-21,2014,5,21,,Quarta-feira,Não
83,2014-05-22,2014,5,22,,Quinta-feira,Não
84,2014-05-23,2014,5,23,,Sexta-feira,Não
85,2014-05-24,2014,5,24,,Sábado,Sim
86,2014-05-25,2014,5,25,,Domingo,Sim
87,2014-05-26,2014,5,26,,Segunda-feira,Não
88,2014-05-27,2014,5,27,,Terça-feira,Não
89,2014-05-28,2014,5,28,,Quarta-feira,Não
90,2014-05-29,2014,5,29,,Quinta-feira,Não
91,2014-05-30,2014,5,30,,Sexta-feira,Não
92,2014-05-31,2014,5,31,,Sábado,Sim
93,2014-06-01,2014,6,1,,Domingo,Sim
94,2014-06-02,2014,6,2,,Segunda-feira,Não
95,2014-06-03,2014,6,3,,Terça-feira,Não
96,2014-06-04,2014,6,4,,Quarta-feira,Não
97,2014-06-05,2014,6,5,,Quinta-feira,Não
98,2014-06-06,2014,6,6,,Sexta-feira,Não
99,2014-06-07,2014,6,7,,Sábado,Sim
100,2014-06-08,2014,6,8,,Domingo,Sim
101,2014-06-09,2014,6,9,,Segunda-feira,Não
102,2014-06-10,2014,6,10,,Terça-feira,Não
103,2014-06-11,2014,6,11,,Quarta-feira,Não
104,2014-06-12,2014,6,12,,Quinta-feira,Não
105,2014-06-13,2014,6,13,,Sexta-feira,Não
106,2014-06-14,2014,6,14,,Sábado,Sim
107,2014-06-15,2014,6,15,,Domingo,Sim
108,2014-06-16,2014,6,16,,Segunda-feira,Não
109,2014-06-17,2014,6,17,,Terça-feira,Não
110,2014-06-18,2014,6,18,,Quarta-feira,Não
111,2014-06-19,2014,6,19,,Quinta-feira,Não
112,2014-06-20,2014,6,20,,Sexta-feira,Não
113,2014-06-21,2014,6,21,,Sábado,Sim
114,2014-06-22,2014,6,22,,Domingo,Sim
115,2014-06-23,2014,6,23,,Segunda-feira,Não
116,2014-06-24,2014,6,24,13:41:00,Terça-feira,Não
117,2014-06-24,2014,6,24,,Terça-feira,Não
118,2014-06-25,2014,6,25,,Quarta-feira,Não
119,2014-06-27,2014,6,27,,Sexta-feira,Não
120,2014-06-28,2014,6,28,,Sábado,Sim
121,2014-06-29,2014,6,29,,Domingo,Sim
122,2014-06-30,2014,6,30,,Segunda-feira,Não
123,2014-07-01,2014,7,1,,Terça-feira,Não
124,2014-07-02,2014,7,2,,Quarta-feira,Não
125,2014-07-03,2014,7,3,,Quinta-feira,Não
126,2014-07-04,2014,7,4,,Sexta-feira,Não
127,2014-07-05,2014,7,5,,Sábado,Sim
128,2014-07-06,2014,7,6,,Domingo,Sim
129,2014-07-07,2014,7,7,,Segunda-feira,Não
130,2014-07-08,2014,7,8,,Terça-feira,Não
131,2014-07-09,2014,7,9,,Quarta-feira,Não
132,2014-07-10,2014,7,10,,Quinta-feira,Não
133,2014-07-11,2014,7,11,23:51:00,Sexta-feira,Não
134,2014-07-11,2014,7,11,,Sexta-feira,Não
135,2014-07-12,2014,7,12,,Sábado,Sim
136,2014-07-13,2014,7,13,,Domingo,Sim
137,2014-07-14,2014,7,14,,Segunda-feira,Não
138,2014-07-15,2014,7,15,,Terça-feira,Não
139,2014-07-16,2014,7,16,,Quarta-feira,Não
140,2014-07-17,2014,7,17,,Quinta-feira,Não
141,2014-07-18,2014,7,18,,Sexta-feira,Não
142,2014-07-19,2014,7,19,,Sábado,Sim
143,2014-07-20,2014,7,20,,Domingo,Sim
144,2014-07-21,2014,7,21,,Segunda-feira,Não
145,2014-07-22,2014,7,22,,Terça-feira,Não
146,2014-07-23,2014,7,23,,Quarta-feira,Não
147,2014-07-24,2014,7,24,,Quinta-feira,Não
148,2014-07-25,2014,7,25,,Sexta-feira,Não
149,2014-07-26,2014,7,26,,Sábado,Sim
150,2014-07-27,2014,7,27,,Domingo,Sim
151,2014-07-28,2014,7,28,,Segunda-feira,Não
152,2014-07-29,2014,7,29,,Terça-feira,Não
153,2014-07-30,2014,7,30,,Quarta-feira,Não
154,2014-07-31,2014,7,31,,Quinta-feira,Não
155,2014-08-01,2014,8,1,,Sexta-feira,Não
156,2014-08-02,2014,8,2,,Sábado,Sim
157,2014-08-03,2014,8,3,,Domingo,Sim
158,2014-08-04,2014,8,4,,Segunda-feira,Não
159,2014-08-05,2014,8,5,,Terça-feira,Não
160,2014-08-06,2014,8,6,,Quarta-feira,Não
161,2014-08-07,2014,8,7,,Quinta-feira,Não
162,2014-08-08,2014,8,8,,Sexta-feira,Não
163,2014-08-09,2014,8,9,,Sábado,Sim
164,2014-08-10,2014,8,10,,Domingo,Sim
165,2014-08-11,2014,8,11,,Segunda-feira,Não
166,2014-08-12,2014,8,12,,Terça-feira,Não
167,2014-08-13,2014,8,13,,Quarta-feira,Não
168,2014-08-14,2014,8,14,,Quinta-feira,Não
169,2014-08-15,2014,8,15,,Sexta-feira,Não
170,2014-08-16,2014,8,16,,Sábado,Sim
171,2014-08-17,2014,8,17,,Domingo,Sim
172,2014-08-18,2014,8,18,,Segunda-feira,Não
173,2014-08-19,2014,8,19,,Terça-feira,Não
174,2014-08-20,2014,8,20,,Quarta-feira,Não
175,2014-08-21,2014,8,21,,Quinta-feira,Não
176,2014-08-22,2014,8,22,,Sexta-feira,Não
177,2014-08-23,2014,8,23,,Sábado,Sim
178,2014-08-24,2014,8,24,,Domingo,Sim
179,2014-08-25,2014,8,25,,Segunda-feira,Não
180,2014-08-26,2014,8,26,,Terça-feira,Não
181,2014-08-27,2014,8,27,,Quarta-feira,Não
182,2014-08-28,2014,8,28,,Quinta-feira,Não
183,2014-08-29,2014,8,29,,Sexta-feira,Não
184,2014-08-30,2014,8,30,,Sábado,Sim
185,2014-08-31,2014,8,31,,Domingo,Sim
186,2014-09-01,2014,9,1,,Segunda-feira,Não
187,2014-09-02,2014,9,2,,Terça-feira,Não
188,2014-09-03,2014,9,3,,Quarta-feira,Não
189,2014-09-04,2014,9,4,,Quinta-feira,Não
190,2014-09-05,2014,9,5,,Sexta-feira,Não
191,2014-09-06,2014,9,6,,Sábado,Sim
192,2014-09-07,2014,9,7,,Domingo,Sim
193,2014-09-08,2014,9,8,,Segunda-feira,Não
194,2014-09-09,2014,9,9,,Terça-feira,Não
195,2014-09-10,2014,9,10,,Quarta-feira,Não
196,2014-09-11,2014,9,11,,Quinta-feira,Não
197,2014-09-12,2014,9,12,,Sexta-feira,Não
198,2014-09-14,2014,9,14,,Domingo,Sim
199,2014-09-15,2014,9,15,,Segunda-feira,Não
200,2014-09-16,2014,9,16,,Terça-feira,Não
201,2014-09-17,2014,9,17,,Quarta-feira,Não
202,2014-09-18,2014,9,18,,Quinta-feira,Não
203,2014-09-19,2014,9,19,,Sexta-feira,Não
204,2014-09-20,2014,9,20,,Sábado,Sim
205,2014-09-21,2014,9,21,,Domingo,Sim
206,2014-09-22,2014,9,22,,Segunda-feira,Não
207,2014-09-23,2014,9,23,,Terça-feira,Não
208,2014-09-24,2014,9,24,,Quarta-feira,Não
209,2014-09-25,2014,9,25,,Quinta-feira,Não
210,2014-09-26,2014,9,26,,Sexta-feira,Não
211,2014-09-27,2014,9,27,,Sábado,Sim
212,2014-09-28,2014,9,28,,Domingo,Sim
213,2014-09-29,2014,9,29,,Segunda-feira,Não
214,2014-09-30,2014,9,30,,Terça-feira,Não
215,2014-10-01,2014,10,1,,Quarta-feira,Não
216,2014-10-02,2014,10,2,,Quinta-feira,Não
217,2014-10-03,2014,10,3,,Sexta-feira,Não
218,2014-10-04,2014,10,4,,Sábado,Sim
219,2014-10-05,2014,10,5,,Domingo,Sim
220,2014-10-06,2014,10,6,,Segunda-feira,Não
221,2014-10-07,2014,10,7,,Terça-feira,Não
222,2014-10-08,2014,10,8,,Quarta-feira,Não
223,2014-10-09,2014,10,9,,Quinta-feira,Não
224,2014-10-10,2014,10,10,,Sexta-feira,Não
225,2014-10-11,2014,10,11,,Sábado,Sim
226,2014-10-12,2014,10,12,,Domingo,Sim
227,2014-10-13,2014,10,13,,Segunda-feira,Não
228,2014-10-14,2014,10,14,,Terça-feira,Não
229,2014-10-15,2014,10,15,,Quarta-feira,Não
230,2014-10-16,2014,10,16,,Quinta-feira,Não
231,2014-10-17,2014,10,17,,Sexta-feira,Não
232,2014-10-18,2014,10,18,,Sábado,Sim
233,2014-10-19,2014,10,19,,Domingo,Sim
234,2014-10-20,2014,10,20,,Segunda-feira,Não
235,2014-10-21,2014,10,21,,Terça-feira,Não
236,2014-10-22,2014,10,22,,Quarta-feira,Não
237,2014-10-23,2014,10,23,,Quinta-feira,Não
238,2014-10-24,2014,10,24,,Sexta-feira,Não
239,2014-10-25,2014,10,25,,Sábado,Sim
240,2014-10-26,2014,10,26,,Domingo,Sim
241,2014-10-27,2014,10,27,,Segunda-feira,Não
242,2014-10-28,2014,10,28,,Terça-feira,Não
243,2014-10-29,2014,10,29,,Quarta-feira,Não
244,2014-10-30,2014,10,30,,Quinta-feira,Não
245,2014-10-31,2014,10,31,,Sexta-feira,Não
246,2014-11-01,2014,11,1,,Sábado,Sim
247,2014-11-02,2014,11,2,,Domingo,Sim
248,2014-11-03,2014,11,3,,Segunda-feira,Não
249,2014-11-04,2014,11,4,,Terça-feira,Não
250,2014-11-05,2014,11,5,,Quarta-feira,Não
251,2014-11-06,2014,11,6,,Quinta-feira,Não
252,2014-11-07,2014,11,7,,Sexta-feira,Não
253,2014-11-08,2014,11,8,,Sábado,Sim
254,2014-11-09,2014,11,9,,Domingo,Sim
255,2014-11-10,2014,11,10,,Segunda-feira,Não
256,2014-11-11,2014,11,11,,Terça-feira,Não
257,2014-11-12,2014,11,12,,Quarta-feira,Não
258,2014-11-13,2014,11,13,,Quinta-feira,Não
259,2014-11-14,2014,11,14,,Sexta-feira,Não
260,2014-11-15,2014,11,15,,Sábado,Sim
261,2014-11-16,2014,11,16,,Domingo,Sim
262,2014-11-17,2014,11,17,,Segunda-feira,Não
263,2014-11-18,2014,11,18,,Terça-feira,Não
264,2014-11-19,2014,11,19,,Quarta-feira,Não
265,2014-11-20,2014,11,20,,Quinta-feira,Não
266,2014-11-21,2014,11,21,,Sexta-feira,Não
267,2014-11-22,2014,11,22,,Sábado,Sim
268,2014-11-23,2014,11,23,,Domingo,Sim
269,2014-11-24,2014,11,24,,Segunda-feira,Não
270,2014-11-25,2014,11,25,,Terça-feira,Não
271,2014-11-26,2014,11,26,,Quarta-feira,Não
272,2014-11-27,2014,11,27,,Quinta-feira,Não
273,2014-11-28,2014,11,28,,Sexta-feira,Não
274,2014-11-29,2014,11,29,,Sábado,Sim
275,2014-11-30,2014,11,30,,Domingo,Sim
276,2014-12-01,2014,12,1,,Segunda-feira,Não
277,2014-12-02,2014,12,2,,Terça-feira,Não
278,2014-12-03,2014,12,3,,Quarta-feira,Não
279,2014-12-04,2014,12,4,,Quinta-feira,Não
280,2014-12-05,2014,12,5,,Sexta-feira,Não
281,2014-12-06,2014,12,6,,Sábado,Sim
282,2014-12-07,2014,12,7,,Domingo,Sim
283,2014-12-08,2014,12,8,,Segunda-feira,Não
284,2014-12-09,2014,12,9,,Terça-feira,Não
285,2014-12-10,2014,12,10,,Quarta-feira,Não
286,2014-12-11,2014,12,11,,Quinta-feira,Não
287,2014-12-12,2014,12,12,,Sexta-feira,Não
288,2014-12-13,2014,12,13,,Sábado,Sim
289,2014-12-14,2014,12,14,,Domingo,Sim
290,2015-01-01,2015,1,1,,Quinta-feira,Não
291,2015-01-02,2015,1,2,,Sexta-feira,Não
292,2015-01-03,2015,1,3,,Sábado,Sim
293,2015-01-04,2015,1,4,,Domingo,Sim
294,2015-01-05,2015,1,5,,Segunda-feira,Não
295,2015-01-06,2015,1,6,,Terça-feira,Não
296,2015-01-07,2015,1,7,,Quarta-feira,Não
297,2015-01-08,2015,1,8,,Quinta-feira,Não
298,2015-01-09,2015,1,9,,Sexta-feira,Não
299,2015-01-10,2015,1,10,,Sábado,Sim
300,2015-01-11,2015,1,11,,Domingo,Sim
301,2015-01-12,2015,1,12,,Segunda-feira,Não
302,2015-01-13,2015,1,13,,Terça-feira,Não
303,2015-01-14,2015,1,14,,Quarta-feira,Não
304,2015-01-15,2015,1,15,,Quinta-feira,Não
305,2015-01-16,2015,1,16,,Sexta-feira,Não
306,2015-01-17,2015,1,17,,Sábado,Sim
307,2015-01-18,2015,1,18,,Domingo,Sim
308,2015-01-19,2015,1,19,,Segunda-feira,Não
309,2015-01-20,2015,1,20,,Terça-feira,Não
310,2015-01-21,2015,1,21,,Quarta-feira,Não
311,2015-01-22,2015,1,22,,Quinta-feira,Não
312,2015-01-23,2015,1,23,,Sexta-feira,Não
313,2015-01-24,2015,1,24,,Sábado,Sim
314,2015-01-25,2015,1,25,,Domingo,Sim
315,2015-01-26,2015,1,26,16:09:00,Segunda-feira,Não
316,2015-01-26,2015,1,26,,Segunda-feira,Não
317,2015-01-27,2015,1,27,,Terça-feira,Não
318,2015-01-28,2015,1,28,,Quarta-feira,Não
319,2015-01-29,2015,1,29,,Quinta-feira,Não
320,2015-01-30,2015,1,30,10:30:00,Sexta-feira,Não
321,2015-01-30,2015,1,30,,Sexta-feira,Não
322,2015-01-31,2015,1,31,,Sábado,Sim
323,2015-02-01,2015,2,1,,Domingo,Sim
324,2015-02-02,2015,2,2,,Segunda-feira,Não
325,2015-02-03,2015,2,3,,Terça-feira,Não
326,2015-02-04,2015,2,4,,Quarta-feira,Não
327,2015-02-05,2015,2,5,,Quinta-feira,Não
328,2015-02-06,2015,2,6,,Sexta-feira,Não
329,2015-02-07,2015,2,7,,Sábado,Sim
330,2015-02-08,2015,2,8,,Domingo,Sim
331,2015-02-09,2015,2,9,,Segunda-feira,Não
332,2015-02-10,2015,2,10,,Terça-feira,Não
333,2015-02-11,2015,2,11,,Quarta-feira,Não
334,2015-02-12,2015,2,12,,Quinta-feira,Não
335,2015-02-13,2015,2,13,,Sexta-feira,Não
336,2015-02-14,2015,2,14,,Sábado,Sim
337,2015-02-15,2015,2,15,,Domingo,Sim
338,2015-02-16,2015,2,16,,Segunda-feira,Não
339,2015-02-17,2015,2,17,,Terça-feira,Não
340,2015-02-18,2015,2,18,,Quarta-feira,Não
341,2015-02-19,2015,2,19,,Quinta-feira,Não
342,2015-02-20,2015,2,20,,Sexta-feira,Não
343,2015-02-21,2015,2,21,,Sábado,Sim
344,2015-02-22,2015,2,22,,Domingo,Sim
345,2015-02-23,2015,2,23,,Segunda-feira,Não
346,2015-02-24,2015,2,24,,Terça-feira,Não
347,2015-02-25,2015,2,25,,Quarta-feira,Não
348,2015-02-26,2015,2,26,,Quinta-feira,Não
349,2015-02-27,2015,2,27,,Sexta-feira,Não
350,2015-02-28,2015,2,28,,Sábado,Sim
351,2015-03-01,2015,3,1,,Domingo,Sim
352,2015-03-02,2015,3,2,,Segunda-feira,Não
353,2015-03-03,2015,3,3,,Terça-feira,Não
354,2015-03-04,2015,3,4,,Quarta-feira,Não
355,2015-03-05,2015,3,5,,Quinta-feira,Não
356,2015-03-06,2015,3,6,,Sexta-feira,Não
357,2015-03-07,2015,3,7,,Sábado,Sim
358,2015-03-08,2015,3,8,,Domingo,Sim
359,2015-03-09,2015,3,9,,Segunda-feira,Não
360,2015-03-10,2015,3,10,,Terça-feira,Não
361,2015-03-11,2015,3,11,,Quarta-feira,Não
362,2015-03-12,2015,3,12,,Quinta-feira,Não
363,2015-03-13,2015,3,13,,Sexta-feira,Não
364,2015-03-14,2015,3,14,,Sábado,Sim
365,2015-03-15,2015,3,15,,Domingo,Sim
366,2015-03-16,2015,3,16,,Segunda-feira,Não
367,2015-03-17,2015,3,17,,Terça-feira,Não
368,2015-03-18,2015,3,18,,Quarta-feira,Não
369,2015-03-19,2015,3,19,,Quinta-feira,Não
370,2015-03-20,2015,3,20,,Sexta-feira,Não
371,2015-03-21,2015,3,21,,Sábado,Sim
372,2015-03-22,2015,3,22,,Domingo,Sim
373,2015-03-23,2015,3,23,,Segunda-feira,Não
374,2015-03-24,2015,3,24,,Terça-feira,Não
375,2015-03-25,2015,3,25,,Quarta-feira,Não
376,2015-03-26,2015,3,26,,Quinta-feira,Não
377,2015-03-27,2015,3,27,,Sexta-feira,Não
378,2015-03-28,2015,3,28,,Sábado,Sim
379,2015-03-29,2015,3,29,,Domingo,Sim
380,2015-03-30,2015,3,30,,Segunda-feira,Não
381,2015-03-31,2015,3,31,,Terça-feira,Não
382,2015-04-01,2015,4,1,,Quarta-feira,Não
383,2015-04-02,2015,4,2,,Quinta-feira,Não
384,2015-04-03,2015,4,3,,Sexta-feira,Não
385,2015-04-04,2015,4,4,,Sábado,Sim
386,2015-04-05,2015,4,5,,Domingo,Sim
387,2015-04-06,2015,4,6,,Segunda-feira,Não
388,2015-04-07,2015,4,7,,Terça-feira,Não
389,2015-04-08,2015,4,8,,Quarta-feira,Não
390,2015-04-09,2015,4,9,,Quinta-feira,Não
391,2015-04-10,2015,4,10,,Sexta-feira,Não
392,2015-04-11,2015,4,11,,Sábado,Sim
393,2015-04-12,2015,4,12,,Domingo,Sim
394,2015-04-13,2015,4,13,,Segunda-feira,Não
395,2015-04-14,2015,4,14,,Terça-feira,Não
396,2015-04-15,2015,4,15,,Quarta-feira,Não
397,2015-04-16,2015,4,16,,Quinta-feira,Não
398,2015-04-17,2015,4,17,,Sexta-feira,Não
399,2015-04-18,2015,4,18,,Sábado,Sim
400,2015-04-19,2015,4,19,,Domingo,Sim
401,2015-04-20,2015,4,20,,Segunda-feira,Não
402,2015-04-21,2015,4,21,,Terça-feira,Não
403,2015-04-22,2015,4,22,,Quarta-feira,Não
404,2015-04-23,2015,4,23,,Quinta-feira,Não
405,2015-04-24,2015,4,24,,Sexta-feira,Não
406,2015-04-25,2015,4,25,,Sábado,Sim
407,2015-04-26,2015,4,26,,Domingo,Sim
408,2015-04-27,2015,4,27,,Segunda-feira,Não
409,2015-04-28,2015,4,28,,Terça-feira,Não
410,2015-04-29,2015,4,29,,Quarta-feira,Não
411,2015-04-30,2015,4,30,,Quinta-feira,Não
412,2015-05-01,2015,5,1,,Sexta-feira,Não
413,2015-05-02,2015,5,2,,Sábado,Sim
414,2015-05-03,2015,5,3,,Domingo,Sim
415,2015-05-04,2015,5,4,,Segunda-feira,Não
416,2015-05-05,2015,5,5,,Terça-feira,Não
417,2015-05-06,2015,5,6,,Quarta-feira,Não
418,2015-05-07,2015,5,7,,Quinta-feira,Não
419,2015-05-08,2015,5,8,,Sexta-feira,Não
420,2015-05-09,2015,5,9,,Sábado,Sim
421,2015-05-10,2015,5,10,,Domingo,Sim
422,2015-05-11,2015,5,11,,Segunda-feira,Não
423,2015-05-12,2015,5,12,,Terça-feira,Não
424,2015-05-13,2015,5,13,,Quarta-feira,Não
425,2015-05-14,2015,5,14,,Quinta-feira,Não
426,2015-05-15,2015,5,15,,Sexta-feira,Não
427,2015-05-16,2015,5,16,,Sábado,Sim
428,2015-05-17,2015,5,17,,Domingo,Sim
429,2015-05-18,2015,5,18,,Segunda-feira,Não
430,2015-05-20,2015,5,20,,Quarta-feira,Não
431,2015-05-21,2015,5,21,,Quinta-feira,Não
432,2015-05-22,2015,5,22,,Sexta-feira,Não
433,2015-05-23,2015,5,23,,Sábado,Sim
434,2015-05-24,2015,5,24,,Domingo,Sim
435,2015-05-25,2015,5,25,,Segunda-feira,Não
436,2015-06-01,2015,6,1,09:10:00,Segunda-feira,Não
437,2015-06-01,2015,6,1,10:30:00,Segunda-feira,Não
438,2015-06-01,2015,6,1,11:37:00,Segunda-feira,Não
439,2015-06-01,2015,6,1,15:50:00,Segunda-feira,Não
440,2015-06-01,2015,6,1,18:41:00,Segunda-feira,Não
441,2015-06-02,2015,6,2,07:46:00,Terça-feira,Não
442,2015-06-02,2015,6,2,09:35:00,Terça-feira,Não
443,2015-06-02,2015,6,2,09:38:00,Terça-feira,Não
444,2015-06-02,2015,6,2,10:02:00,Terça-feira,Não
445,2015-06-02,2015,6,2,10:48:00,Terça-feira,Não
446,2015-06-02,2015,6,2,15:01:00,Terça-feira,Não
447,2015-06-02,2015,6,2,21:30:00,Terça-feira,Não
448,2015-06-03,2015,6,3,07:39:00,Quarta-feira,Não
449,2015-06-03,2015,6,3,11:15:00,Quarta-feira,Não
450,2015-06-03,2015,6,3,14:25:00,Quarta-feira,Não
451,2015-06-03,2015,6,3,17:26:00,Quarta-feira,Não
452,2015-06-03,2015,6,3,18:03:00,Quarta-feira,Não
453,2015-06-04,2015,6,4,08:10:00,Quinta-feira,Não
454,2015-06-04,2015,6,4,08:58:00,Quinta-feira,Não
455,2015-06-04,2015,6,4,11:30:00,Quinta-feira,Não
456,2015-06-04,2015,6,4,16:26:00,Quinta-feira,Não
457,2015-06-04,2015,6,4,21:37:00,Quinta-feira,Não
458,2015-06-05,2015,6,5,12:02:00,Sexta-feira,Não
459,2015-06-05,2015,6,5,12:05:00,Sexta-feira,Não
460,2015-06-05,2015,6,5,15:08:00,Sexta-feira,Não
461,2015-06-05,2015,6,5,15:09:00,Sexta-feira,Não
462,2015-06-05,2015,6,5,15:47:00,Sexta-feira,Não
463,2015-06-05,2015,6,5,16:45:00,Sexta-feira,Não
464,2015-06-05,2015,6,5,17:14:00,Sexta-feira,Não
465,2015-06-05,2015,6,5,18:04:00,Sexta-feira,Não
466,2015-06-05,2015,6,5,21:11:00,Sexta-feira,Não
467,2015-06-06,2015,6,6,00:36:00,Sábado,Sim
468,2015-06-06,2015,6,6,03:40:00,Sábado,Sim
469,2015-06-06,2015,6,6,04:38:00,Sábado,Sim
470,2015-06-06,2015,6,6,10:57:00,Sábado,Sim
471,2015-06-06,2015,6,6,15:56:00,Sábado,Sim
472,2015-06-06,2015,6,6,20:05:00,Sábado,Sim
473,2015-06-06,2015,6,6,21:02:00,Sábado,Sim
474,2015-06-06,2015,6,6,21:23:00,Sábado,Sim
475,2015-06-06,2015,6,6,22:03:00,Sábado,Sim
476,2015-06-07,2015,6,7,00:45:00,Domingo,Sim
477,2015-06-07,2015,6,7,09:02:00,Domingo,Sim
478,2015-06-07,2015,6,7,12:12:00,Domingo,Sim
479,2015-06-07,2015,6,7,18:09:00,Domingo,Sim
480,2015-06-07,2015,6,7,21:46:00,Domingo,Sim
481,2015-06-08,2015,6,8,07:54:00,Segunda-feira,Não
482,2015-06-08,2015,6,8,08:56:00,Segunda-feira,Não
483,2015-06-08,2015,6,8,09:03:00,Segunda-feira,Não
484,2015-06-08,2015,6,8,12:17:00,Segunda-feira,Não
485,2015-06-08,2015,6,8,15:09:00,Segunda-feira,Não
486,2015-06-08,2015,6,8,18:22:00,Segunda-feira,Não
487,2015-06-08,2015,6,8,18:43:00,Segunda-feira,Não
488,2015-06-08,2015,6,8,19:36:00,Segunda-feira,Não
489,2015-06-08,2015,6,8,22:45:00,Segunda-feira,Não
490,2015-06-09,2015,6,9,07:03:00,Terça-feira,Não
491,2015-06-09,2015,6,9,07:47:00,Terça-feira,Não
492,2015-06-09,2015,6,9,08:54:00,Terça-feira,Não
493,2015-06-09,2015,6,9,09:13:00,Terça-feira,Não
494,2015-06-09,2015,6,9,10:15:00,Terça-feira,Não
495,2015-06-09,2015,6,9,14:25:00,Terça-feira,Não
496,2015-06-09,2015,6,9,14:58:00,Terça-feira,Não
497,2015-06-09,2015,6,9,19:07:00,Terça-feira,Não
498,2015-06-09,2015,6,9,21:03:00,Terça-feira,Não
499,2015-06-09,2015,6,9,22:33:00,Terça-feira,Não
