sk_tempo,data_acidente,ano,mes,dia,hora_acidente,dia_semana,fim_de_semana
2815,2016-07-06,2016,7,6,07:56:00,Quarta-feira,Não
2816,2016-07-06,2016,7,6,08:16:00,Quarta-feira,Não
2817,2016-07-06,2016,7,6,08:41:00,Quarta-feira,Não
2818,2016-07-06,2016,7,6,08:46:00,Quarta-feira,Não
2819,2016-07-06,2016,7,6,10:18:00,Quarta-feira,Não
2820,2016-07-06,2016,7,6,12:11:00,Quarta-feira,Não
2821,2016-07-06,2016,7,6,13:16:00,Quarta-feira,Não
2822,2016-07-06,2016,7,6,17:35:00,Quarta-feira,Não
2823,2016-07-06,2016,7,6,20:16:00,Quarta-feira,Não
2824,2016-07-07,2016,7,7,07:41:00,Quinta-feira,Não
2825,2016-07-07,2016,7,7,08:35:00,Quinta-feira,Não
2826,2016-07-07,2016,7,7,09:16:00,Quinta-feira,Não
2827,2016-07-07,2016,7,7,09:54:00,Quinta-feira,Não
2828,2016-07-07,2016,7,7,13:08:00,Quinta-feira,Não
2829,2016-07-07,2016,7,7,13:49:00,Quinta-feira,Não
2830,2016-07-07,2016,7,7,19:26:00,Quinta-feira,Não
2831,2016-07-08,2016,7,8,15:13:00,Sexta-feira,Não
2832,2016-07-09,2016,7,9,03:23:00,Sábado,Sim
2833,2016-07-09,2016,7,9,06:56:00,Sábado,Sim
2834,2016-07-09,2016,7,9,07:59:00,Sábado,Sim
2835,2016-07-09,2016,7,9,18:34:00,Sábado,Sim
2836,2016-07-10,2016,7,10,05:21:00,Domingo,Sim
2837,2016-07-10,2016,7,10,06:29:00,Domingo,Sim
2838,2016-07-10,2016,7,10,06:45:00,Domingo,Sim
2839,2016-07-10,2016,7,10,08:36:00,Domingo,Sim
2840,2016-07-10,2016,7,10,10:37:00,Domingo,Sim
2841,2016-07-10,2016,7,10,13:41:00,Domingo,Sim
2842,2016-07-10,2016,7,10,14:41:00,Domingo,Sim
2843,2016-07-10,2016,7,10,14:57:00,Domingo,Sim
2844,2016-07-10,2016,7,10,15:47:00,Domingo,Sim
2845,2016-07-11,2016,7,11,04:27:00,Segunda-feira,Não
2846,2016-07-11,2016,7,11,05:47:00,Segunda-feira,Não
2847,2016-07-11,2016,7,11,09:39:00,Segunda-feira,Não
2848,2016-07-11,2016,7,11,10:47:00,Segunda-feira,Não
2849,2016-07-11,2016,7,11,11:09:00,Segunda-feira,Não
2850,2016-07-11,2016,7,11,15:19:00,Segunda-feira,Não
2851,2016-07-11,2016,7,11,15:44:00,Segunda-feira,Não
2852,2016-07-11,2016,7,11,17:33:00,Segunda-feira,Não
2853,2016-07-11,2016,7,11,19:02:00,Segunda-feira,Não
2854,2016-07-11,2016,7,11,22:49:00,Segunda-feira,Não
2855,2016-07-12,2016,7,12,04:24:00,Terça-feira,Não
2856,2016-07-12,2016,7,12,06:12:00,Terça-feira,Não
2857,2016-07-12,2016,7,12,13:24:00,Terça-feira,Não
2858,2016-07-12,2016,7,12,14:29:00,Terça-feira,Não
2859,2016-07-12,2016,7,12,15:08:00,Terça-feira,Não
2860,2016-07-12,2016,7,12,17:40:00,Terça-feira,Não
2861,2016-07-12,2016,7,12,18:06:00,Terça-feira,Não
2862,2016-07-13,2016,7,13,07:53:00,Quarta-feira,Não
2863,2016-07-13,2016,7,13,12:45:00,Quarta-feira,Não
2864,2016-07-13,2016,7,13,18:23:00,Quarta-feira,Não
2865,2016-07-13,2016,7,13,18:29:00,Quarta-feira,Não
2866,2016-07-13,2016,7,13,21:38:00,Quarta-feira,Não
2867,2016-07-13,2016,7,13,23:50:00,Quarta-feira,Não
2868,2016-07-14,2016,7,14,00:28:00,Quinta-feira,Não
2869,2016-07-14,2016,7,14,06:49:00,Quinta-feira,Não
2870,2016-07-14,2016,7,14,08:23:00,Quinta-feira,Não
2871,2016-07-14,2016,7,14,14:33:00,Quinta-feira,Não
2872,2016-07-14,2016,7,14,16:54:00,Quinta-feira,Não
2873,2016-07-14,2016,7,14,17:09:00,Quinta-feira,Não
2874,2016-07-14,2016,7,14,17:52:00,Quinta-feira,Não
2875,2016-07-15,2016,7,15,01:13:00,Sexta-feira,Não
2876,2016-07-15,2016,7,15,08:32:00,Sexta-feira,Não
2877,2016-07-15,2016,7,15,11:10:00,Sexta-feira,Não
2878,2016-07-15,2016,7,15,15:52:00,Sexta-feira,Não
2879,2016-07-15,2016,7,15,15:53:00,Sexta-feira,Não
2880,2016-07-15,2016,7,15,17:10:00,Sexta-feira,Não
2881,2016-07-15,2016,7,15,17:33:00,Sexta-feira,Não
2882,2016-07-15,2016,7,15,18:16:00,Sexta-feira,Não
2883,2016-07-15,2016,7,15,19:21:00,Sexta-feira,Não
2884,2016-07-15,2016,7,15,22:21:00,Sexta-feira,Não
2885,2016-07-16,2016,7,16,07:26:00,Sábado,Sim
2886,2016-07-16,2016,7,16,12:42:00,Sábado,Sim
2887,2016-07-16,2016,7,16,12:51:00,Sábado,Sim
2888,2016-07-16,2016,7,16,14:13:00,Sábado,Sim
2889,2016-07-16,2016,7,16,15:06:00,Sábado,Sim
2890,2016-07-16,2016,7,16,15:57:00,Sábado,Sim
2891,2016-07-16,2016,7,16,16:21:00,Sábado,Sim
2892,2016-07-16,2016,7,16,19:20:00,Sábado,Sim
2893,2016-07-17,2016,7,17,11:05:00,Domingo,Sim
2894,2016-07-17,2016,7,17,14:34:00,Domingo,Sim
2895,2016-07-17,2016,7,17,17:33:00,Domingo,Sim
2896,2016-07-17,2016,7,17,19:25:00,Domingo,Sim
2897,2016-07-17,2016,7,17,21:31:00,Domingo,Sim
2898,2016-07-17,2016,7,17,23:46:00,Domingo,Sim
2899,2016-07-18,2016,7,18,12:25:00,Segunda-feira,Não
2900,2016-07-18,2016,7,18,13:56:00,Segunda-feira,Não
2901,2016-07-18,2016,7,18,15:00:00,Segunda-feira,Não
2902,2016-07-18,2016,7,18,18:59:00,Segunda-feira,Não
2903,2016-07-19,2016,7,19,00:01:00,Terça-feira,Não
2904,2016-07-19,2016,7,19,12:31:00,Terça-feira,Não
2905,2016-07-19,2016,7,19,12:37:00,Terça-feira,Não
2906,2016-07-19,2016,7,19,17:33:00,Terça-feira,Não
2907,2016-07-19,2016,7,19,19:29:00,Terça-feira,Não
2908,2016-07-19,2016,7,19,20:05:00,Terça-feira,Não
2909,2016-07-19,2016,7,19,21:11:00,Terça-feira,Não
2910,2016-07-19,2016,7,19,21:29:00,Terça-feira,Não
2911,2016-07-19,2016,7,19,21:57:00,Terça-feira,Não
2912,2016-07-20,2016,7,20,07:15:00,Quarta-feira,Não
2913,2016-07-20,2016,7,20,10:14:00,Quarta-feira,Não
2914,2016-07-20,2016,7,20,13:02:00,Quarta-feira,Não
2915,2016-07-20,2016,7,20,13:36:00,Quarta-feira,Não
2916,2016-07-20,2016,7,20,17:26:00,Quarta-feira,Não
2917,2016-07-20,2016,7,20,19:19:00,Quarta-feira,Não
2918,2016-07-20,2016,7,20,19:21:00,Quarta-feira,Não
2919,2016-07-20,2016,7,20,19:42:00,Quarta-feira,Não
2920,2016-07-20,2016,7,20,22:39:00,Quarta-feira,Não
2921,2016-07-21,2016,7,21,06:44:00,Quinta-feira,Não
2922,2016-07-21,2016,7,21,16:16:00,Quinta-feira,Não
2923,2016-07-21,2016,7,21,20:40:00,Quinta-feira,Não
2924,2016-07-22,2016,7,22,07:44:00,Sexta-feira,Não
2925,2016-07-22,2016,7,22,09:00:00,Sexta-feira,Não
2926,2016-07-22,2016,7,22,09:01:00,Sexta-feira,Não
2927,2016-07-22,2016,7,22,10:58:00,Sexta-feira,Não
2928,2016-07-22,2016,7,22,12:51:00,Sexta-feira,Não
2929,2016-07-22,2016,7,22,13:44:00,Sexta-feira,Não
2930,2016-07-22,2016,7,22,15:45:00,Sexta-feira,Não
2931,2016-07-22,2016,7,22,16:35:00,Sexta-feira,Não
2932,2016-07-22,2016,7,22,17:08:00,Sexta-feira,Não
2933,2016-07-23,2016,7,23,08:40:00,Sábado,Sim
2934,2016-07-23,2016,7,23,10:14:00,Sábado,Sim
2935,2016-07-23,2016,7,23,15:08:00,Sábado,Sim
2936,2016-07-23,2016,7,23,15:59:00,Sábado,Sim
2937,2016-07-23,2016,7,23,17:53:00,Sábado,Sim
2938,2016-07-23,2016,7,23,19:02:00,Sábado,Sim
2939,2016-07-23,2016,7,23,19:26:00,Sábado,Sim
2940,2016-07-23,2016,7,23,19:29:00,Sábado,Sim
2941,2016-07-23,2016,7,23,19:53:00,Sábado,Sim
2942,2016-07-23,2016,7,23,20:41:00,Sábado,Sim
2943,2016-07-24,2016,7,24,02:22:00,Domingo,Sim
2944,2016-07-24,2016,7,24,09:31:00,Domingo,Sim
2945,2016-07-24,2016,7,24,10:03:00,Domingo,Sim
2946,2016-07-24,2016,7,24,10:48:00,Domingo,Sim
2947,2016-07-24,2016,7,24,12:13:00,Domingo,Sim
2948,2016-07-24,2016,7,24,17:24:00,Domingo,Sim
2949,2016-07-24,2016,7,24,20:51:00,Domingo,Sim
2950,2016-07-24,2016,7,24,23:37:00,Domingo,Sim
2951,2016-07-25,2016,7,25,08:32:00,Segunda-feira,Não
2952,2016-07-25,2016,7,25,08:45:00,Segunda-feira,Não
2953,2016-07-25,2016,7,25,12:52:00,Segunda-feira,Não
2954,2016-07-25,2016,7,25,15:22:00,Segunda-feira,Não
2955,2016-07-25,2016,7,25,17:14:00,Segunda-feira,Não
2956,2016-07-25,2016,7,25,17:53:00,Segunda-feira,Não
2957,2016-07-25,2016,7,25,19:32:00,Segunda-feira,Não
2958,2016-07-26,2016,7,26,07:39:00,Terça-feira,Não
2959,2016-07-26,2016,7,26,08:30:00,Terça-feira,Não
2960,2016-07-26,2016,7,26,13:30:00,Terça-feira,Não
2961,2016-07-26,2016,7,26,14:00:00,Terça-feira,Não
2962,2016-07-26,2016,7,26,15:11:00,Terça-feira,Não
2963,2016-07-26,2016,7,26,18:39:00,Terça-feira,Não
2964,2016-07-27,2016,7,27,01:57:00,Quarta-feira,Não
2965,2016-07-27,2016,7,27,16:37:00,Quarta-feira,Não
2966,2016-07-27,2016,7,27,17:02:00,Quarta-feira,Não
2967,2016-07-27,2016,7,27,18:27:00,Quarta-feira,Não
2968,2016-07-27,2016,7,27,18:37:00,Quarta-feira,Não
2969,2016-07-28,2016,7,28,06:33:00,Quinta-feira,Não
2970,2016-07-28,2016,7,28,09:10:00,Quinta-feira,Não
2971,2016-07-28,2016,7,28,09:14:00,Quinta-feira,Não
2972,2016-07-28,2016,7,28,14:02:00,Quinta-feira,Não
2973,2016-07-28,2016,7,28,15:18:00,Quinta-feira,Não
2974,2016-07-29,2016,7,29,08:36:00,Sexta-feira,Não
2975,2016-07-29,2016,7,29,08:39:00,Sexta-feira,Não
2976,2016-07-29,2016,7,29,09:50:00,Sexta-feira,Não
2977,2016-07-29,2016,7,29,13:47:00,Sexta-feira,Não
2978,2016-07-29,2016,7,29,16:55:00,Sexta-feira,Não
2979,2016-07-29,2016,7,29,19:15:00,Sexta-feira,Não
2980,2016-07-29,2016,7,29,23:57:00,Sexta-feira,Não
2981,2016-07-30,2016,7,30,10:39:00,Sábado,Sim
2982,2016-07-30,2016,7,30,11:11:00,Sábado,Sim
2983,2016-07-30,2016,7,30,13:37:00,Sábado,Sim
2984,2016-07-30,2016,7,30,14:55:00,Sábado,Sim
2985,2016-07-30,2016,7,30,14:58:00,Sábado,Sim
2986,2016-07-30,2016,7,30,15:43:00,Sábado,Sim
2987,2016-07-30,2016,7,30,17:36:00,Sábado,Sim
2988,2016-07-30,2016,7,30,19:31:00,Sábado,Sim
2989,2016-07-30,2016,7,30,21:51:00,Sábado,Sim
2990,2016-07-31,2016,7,31,01:39:00,Domingo,Sim
2991,2016-07-31,2016,7,31,04:02:00,Domingo,Sim
2992,2016-07-31,2016,7,31,07:43:00,Domingo,Sim
2993,2016-07-31,2016,7,31,12:17:00,Domingo,Sim
2994,2016-07-31,2016,7,31,19:33:00,Domingo,Sim
2995,2016-07-31,2016,7,31,21:17:00,Domingo,Sim
